GROUP_SET	GROUP_ID	GROUP_NAME	TEAM_ID	TEAM_ABBREVIATION	GP	W	L	W_PCT	MIN	FGM	FGA	FG_PCT	FG3M	FG3A	FG3_PCT	FTM	FTA	FT_PCT	OREB	DREB	REB	AST	TOV	STL	BLK	BLKA	PF	PFD	PTS	PLUS_MINUS	GP_RANK	W_RANK	L_RANK	W_PCT_RANK	MIN_RANK	FGM_RANK	FGA_RANK	FG_PCT_RANK	FG3M_RANK	FG3A_RANK	FG3_PCT_RANK	FTM_RANK	FTA_RANK	FT_PCT_RANK	OREB_RANK	DREB_RANK	REB_RANK	AST_RANK	TOV_RANK	STL_RANK	BLK_RANK	BLKA_RANK	PF_RANK	PFD_RANK	PTS_RANK	PLUS_MINUS_RANK
Lineups	-1627832-1628384-1629018-1630173-1630567-	F. VanVleet - O. Anunoby - G. Trent Jr. - P. Achiuwa - S. Barnes	1610612761	TOR	13	8	5	0.615	150.99833333333333	134	294	0.456	38	99	0.384	34	43	0.791	37	111	148	67	36.0	27	13	24	52	47	340	30.0	58	53	10116	4199	26	28	25	4538	32	34	3077	41	43	2950	18	31	26	35	10256	21	35	10281	10264	36	31	40
Lineups	-203991-1627789-1628381-1628989-1629027-	C. Capela - T. Luwawu-Cabarrot - J. Collins - K. Huerter - T. Young	1610612737	ATL	10	3	7	0.3	150.655	138	296	0.466	46	114	0.404	55	70	0.786	48	121	169	84	42.0	20	20	21	57	54	377	31.0	108	445	10235	5770	27	24	24	4427	19	26	2831	21	19	2957	12	26	21	26	10263	37	16	10278	10269	26	21	38
Lineups	-1626167-1627734-1627747-1627763-1630537-	M. Turner - D. Sabonis - C. LeVert - M. Brogdon - C. Duarte	1610612754	IND	11	5	6	0.455	147.955	137	261	0.525	30	90	0.333	60	68	0.882	24	108	132	91	43.0	22	21	18	48	57	364	40.0	76	165	10196	5328	28	25	31	2743	45	38	3287	15	21	2455	38	33	34	21	10264	29	15	10271	10261	25	25	15
Lineups	-1628374-1628386-1629636-1630171-1630596-	L. Markkanen - J. Allen - D. Garland - I. Okoro - E. Mobley	1610612739	CLE	13	10	3	0.769	146.48833333333334	132	260	0.508	34	89	0.382	43	57	0.754	27	115	142	86	46.0	21	23	16	40	52	341	50.0	58	19	9587	3690	29	30	32	2824	38	39	3084	31	29	3046	30	30	32	25	10269	33	11	10265	10249	27	30	11
Lineups	-1628977-1630165-1630180-1630191-1630595-	H. Diallo - K. Hayes - S. Bey - I. Stewart - C. Cunningham	1610612765	DET	10	4	6	0.4	146.29833333333335	123	262	0.469	28	84	0.333	39	51	0.765	22	110	132	72	46.0	18	17	13	63	52	313	-31.0	108	259	10196	5366	30	33	30	4378	48	41	3287	36	34	3035	46	32	34	30	10269	40	24	10254	10274	27	35	10276
Lineups	-203500-1628991-1629001-1629630-1630217-	S. Adams - J. Jackson Jr. - D. Melton - J. Morant - D. Bane	1610612763	MEM	12	6	6	0.5	145.205	137	287	0.477	44	109	0.404	46	51	0.902	37	108	145	76	45.0	35	14	20	43	51	364	27.0	72	118	10196	4322	31	25	27	4307	20	28	2830	28	34	2410	18	33	29	29	10267	12	30	10277	10255	29	25	48
Lineups	-201143-203935-1627759-1628369-1629057-	A. Horford - M. Smart - J. Brown - J. Tatum - R. Williams III	1610612738	BOS	12	7	5	0.583	145.14333333333335	125	253	0.494	40	104	0.385	33	42	0.786	27	128	155	77	46.0	19	26	9	33	46	323	51.0	72	82	10116	4273	32	32	35	4212	26	31	3048	43	45	2957	30	22	25	28	10269	38	9	10232	10240	39	32	9
Lineups	-203991-203992-1628381-1628989-1629027-	C. Capela - B. Bogdanovic - J. Collins - K. Huerter - T. Young	1610612737	ATL	10	8	2	0.8	144.08666666666667	154	278	0.554	39	104	0.375	36	47	0.766	29	118	147	92	32.0	21	14	13	50	47	383	98.0	108	53	8532	3624	33	18	29	2513	29	31	3097	38	36	3034	28	27	28	20	10252	33	30	10254	10262	36	19	3
Lineups	-201569-1626174-1629645-1630224-1630256-	E. Gordon - C. Wood - K. Porter Jr. - J. Green - J. Tate	1610612745	HOU	14	5	9	0.357	143.71166666666667	126	258	0.488	40	113	0.354	67	93	0.72	27	118	145	70	45.0	18	6	14	58	76	359	23.0	47	165	10271	5458	34	31	34	4233	26	27	3248	12	12	3438	30	27	29	34	10267	40	110	10258	10270	16	28	63
Lineups	-202355-202711-203903-1626220-1628378-	H. Whiteside - B. Bogdanovic - J. Clarkson - R. O'Neale - D. Mitchell	1610612762	UTA	29	18	11	0.621	132.15	116	259	0.448	42	118	0.356	44	54	0.815	39	101	140	50	36.0	21	16	15	60	44	318	-9.0	1	3	10286	4198	35	35	33	4655	24	23	3243	30	30	2797	17	35	33	50	10256	33	26	10261	10271	41	33	9757
Lineups	-202692-203095-203944-1629011-1629628-	A. Burks - E. Fournier - J. Randle - M. Robinson - R. Barrett	1610612752	NYK	10	7	3	0.7	130.62333333333333	119	244	0.488	38	91	0.418	40	53	0.755	37	93	130	67	30.0	16	7	17	43	48	316	16.0	108	82	9587	3838	36	34	36	4237	32	36	2785	33	32	3045	18	37	36	35	10248	47	86	10268	10255	34	34	147
Lineups	-202066-202685-1628404-1628984-1629638-	G. Temple - J. Valanciunas - J. Hart - D. Graham - N. Alexander-Walker	1610612740	NOP	18	8	10	0.444	130.47	101	226	0.447	40	106	0.377	35	45	0.778	24	91	115	72	48.0	15	8	18	52	49	277	-9.0	14	53	10280	5333	37	39	38	4661	26	30	3096	40	39	2975	38	38	39	30	10273	51	69	10271	10264	33	39	9757
Lineups	-203914-1628964-1628976-1630175-1630532-	G. Harris - M. Bamba - W. Carter Jr. - C. Anthony - F. Wagner	1610612753	ORL	11	1	10	0.091	126.92333333333333	112	229	0.489	38	91	0.418	31	38	0.816	26	88	114	71	41.0	16	18	18	40	36	293	4.0	76	1801	10280	5955	38	36	37	4229	32	36	2785	47	53	2796	34	40	40	32	10261	47	20	10271	10249	50	37	1563
Lineups	-202355-202711-204060-1626220-1628378-	H. Whiteside - B. Bogdanovic - J. Ingles - R. O'Neale - D. Mitchell	1610612762	UTA	24	18	6	0.75	125.28333333333333	108	224	0.482	32	88	0.364	41	45	0.911	26	81	107	60	44.0	27	15	12	56	45	289	-2.0	5	3	10196	3696	39	38	39	4274	40	40	3189	32	39	2396	34	43	41	42	10266	21	28	10251	10268	40	38	6424
Lineups	-201144-203497-203903-204060-1629672-	M. Conley - R. Gobert - J. Clarkson - J. Ingles - E. Paschall	1610612762	UTA	13	10	3	0.769	116.55	97	205	0.473	43	120	0.358	29	41	0.707	24	95	119	61	39.0	10	12	8	40	43	266	41.0	58	19	9587	3690	40	41	41	4349	22	22	3226	53	47	3495	38	36	37	40	10259	96	39	10219	10249	43	41	14
Lineups	-203500-1626145-1628415-1628991-1630217-	S. Adams - T. Jones - D. Brooks - J. Jackson Jr. - D. Bane	1610612763	MEM	11	8	3	0.727	115.9	96	212	0.453	24	65	0.369	54	59	0.915	30	88	118	61	30.0	24	14	16	47	51	270	23.0	76	53	9587	3811	41	43	40	4619	54	56	3175	22	27	2395	27	40	38	40	10248	24	30	10265	10259	29	40	63
Lineups	-101108-203109-1628969-1629013-1629028-	C. Paul - J. Crowder - M. Bridges - L. Shamet - D. Ayton	1610612756	PHX	15	12	3	0.8	107.66	91	184	0.495	23	60	0.383	45	52	0.865	11	73	84	67	27.0	23	2	7	29	47	250	27.0	36	11	9587	3624	42	44	49	4210	57	65	3080	29	33	2520	125	48	57	35	10240	26	555	10197	10224	36	43	48
Lineups	-203084-203090-1626158-1628368-1630169-	H. Barnes - M. Harkless - R. Holmes - D. Fox - T. Haliburton	1610612758	SAC	10	5	5	0.5	106.25666666666666	97	195	0.497	25	66	0.379	33	40	0.825	15	84	99	57	29.0	10	10	11	30	40	252	2.0	108	165	10116	4322	43	41	42	4208	52	53	3094	43	49	2765	86	42	45	43	10243	96	50	10243	10229	46	42	2549
Lineups	-202324-1628983-1629647-1629652-1630581-	D. Favors - S. Gilgeous-Alexander - D. Bazley - L. Dort - J. Giddey	1610612760	OKC	11	4	7	0.364	104.89333333333333	79	191	0.414	22	77	0.286	26	34	0.765	23	78	101	53	32.0	13	8	14	36	34	206	-46.0	76	259	10235	5453	44	50	44	5178	62	47	4113	63	60	3035	45	45	43	47	10252	62	69	10258	10243	59	53	10288
Lineups	-203501-203939-204001-1627827-1629029-	T. Hardaway Jr. - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic	1610612742	DAL	11	7	4	0.636	103.03333333333333	77	194	0.397	23	79	0.291	30	42	0.714	25	69	94	49	25.0	21	9	10	25	41	207	-37.0	76	82	9951	4180	45	52	43	5604	57	45	4108	50	45	3441	36	53	48	51	10234	33	58	10237	10199	45	52	10283
Lineups	-203926-1627749-1628401-1629234-1629640-	D. McDermott - D. Murray - D. White - D. Eubanks - K. Johnson	1610612759	SAS	11	2	9	0.182	102.61666666666666	81	186	0.435	21	61	0.344	22	28	0.786	15	89	104	57	30.0	11	15	13	25	32	205	-31.0	76	805	10271	5927	46	48	46	4840	68	62	3280	90	85	2957	86	39	42	43	10248	81	28	10254	10199	67	54	10276
Lineups	-201143-203471-203935-1628369-1629057-	A. Horford - D. Schroder - M. Smart - J. Tatum - R. Williams III	1610612738	BOS	11	5	6	0.455	101.24166666666666	73	185	0.395	21	78	0.269	21	31	0.677	21	66	87	35	27.0	14	5	11	29	36	188	-37.0	76	165	10196	5328	47	60	48	5616	68	46	4259	98	69	3547	50	57	56	84	10240	58	149	10243	10224	50	63	10283
Lineups	-201569-1626174-1629717-1629726-1630256-	E. Gordon - C. Wood - A. Brooks - G. Mathews - J. Tate	1610612745	HOU	9	5	4	0.556	97.14833333333333	85	191	0.445	32	94	0.34	33	46	0.717	18	70	88	56	25.0	16	10	10	41	51	235	-3.0	150	165	9951	4304	48	46	44	4666	40	35	3286	43	38	3440	63	51	54	46	10234	47	50	10237	10252	29	44	7465
Lineups	-203078-203484-203915-1626149-1628398-	B. Beal - K. Caldwell-Pope - S. Dinwiddie - M. Harrell - K. Kuzma	1610612764	WAS	15	9	6	0.6	96.25333333333333	78	168	0.464	31	67	0.463	39	47	0.83	21	67	88	52	33.0	10	3	15	34	44	226	21.0	36	33	10196	4203	49	51	55	4432	43	52	2570	36	36	2763	50	56	54	48	10254	96	328	10261	10241	41	47	78
Lineups	-202685-1627742-1628984-1629638-1630529-	J. Valanciunas - B. Ingram - D. Graham - N. Alexander-Walker - H. Jones	1610612740	NOP	15	6	9	0.4	95.49833333333333	89	186	0.478	20	66	0.303	23	33	0.697	19	72	91	48	33.0	22	13	12	37	36	221	16.0	36	118	10271	5366	50	45	46	4298	76	53	4056	79	62	3522	58	49	51	52	10254	29	35	10251	10247	50	49	147
Lineups	-201942-202696-203897-1627936-1628366-	D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - L. Ball	1610612741	CHI	16	11	5	0.688	95.31	76	166	0.458	22	63	0.349	54	65	0.831	16	80	96	41	29.0	17	8	5	39	42	228	34.0	25	13	10116	3846	51	55	56	4524	62	60	3269	22	23	2762	79	44	47	68	10243	43	69	10110	10248	44	46	30
Lineups	-200746-201142-201935-201988-1627761-	L. Aldridge - K. Durant - J. Harden - P. Mills - D. Bembry	1610612751	BKN	14	10	4	0.714	93.98333333333333	99	176	0.563	19	51	0.373	15	20	0.75	8	71	79	67	23.0	14	18	7	36	22	232	10.0	47	19	9951	3817	52	40	51	2400	82	76	3168	164	152	3047	214	50	61	35	10228	58	20	10197	10243	110	45	402
Lineups	-1627783-1627832-1629018-1630173-1630567-	P. Siakam - F. VanVleet - G. Trent Jr. - P. Achiuwa - S. Barnes	1610612761	TOR	7	5	2	0.714	93.315	75	169	0.444	23	57	0.404	25	34	0.735	24	69	93	43	23.0	9	12	9	43	33	198	15.0	247	165	8532	3817	53	57	53	4773	57	69	2831	71	60	3405	38	53	49	63	10228	114	39	10232	10255	64	57	172
Lineups	-1628374-1628386-1629636-1630205-1630596-	L. Markkanen - J. Allen - D. Garland - L. Stevens - E. Mobley	1610612739	CLE	9	6	3	0.667	92.97833333333334	77	160	0.481	17	44	0.386	23	33	0.697	21	76	97	45	22.0	9	11	7	28	37	194	25.0	150	118	9587	3848	54	52	59	4280	87	95	3045	79	62	3522	50	46	46	59	10224	114	42	10197	10221	48	59	57
Lineups	-1627783-1627832-1628384-1629018-1630567-	P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr. - S. Barnes	1610612761	TOR	7	4	3	0.571	92.4	77	171	0.45	22	69	0.319	34	41	0.829	18	66	84	44	24.0	15	8	7	42	34	210	3.0	247	259	9587	4275	55	52	52	4634	62	49	4007	41	47	2764	63	57	57	61	10232	51	69	10197	10253	59	51	1971
Lineups	-203200-1626167-1627734-1627747-1627763-	J. Holiday - M. Turner - D. Sabonis - C. LeVert - M. Brogdon	1610612754	IND	10	4	6	0.4	90.56	80	184	0.435	32	80	0.4	20	24	0.833	21	69	90	46	16.0	13	9	11	28	30	212	16.0	108	259	10196	5366	56	49	49	4842	40	44	2834	108	116	2624	50	53	52	56	10168	62	58	10243	10221	70	50	147
Lineups	-201565-201959-202692-1630167-1630193-	D. Rose - T. Gibson - A. Burks - O. Toppin - I. Quickley	1610612752	NYK	10	5	5	0.5	89.26333333333334	76	169	0.45	26	64	0.406	25	28	0.893	27	74	101	40	27.0	10	11	11	42	26	203	49.0	108	165	10116	4322	57	55	53	4646	50	59	2826	71	85	2430	30	47	43	72	10240	96	42	10243	10253	87	55	12
Lineups	-201143-203471-203935-1628369-1629684-	A. Horford - D. Schroder - M. Smart - J. Tatum - G. Williams	1610612738	BOS	12	6	6	0.5	87.19666666666667	85	163	0.521	29	69	0.42	27	29	0.931	15	61	76	57	19.0	18	10	5	32	29	226	37.0	72	118	10196	4322	58	46	57	2767	46	49	2780	60	81	2374	86	63	62	43	10205	40	50	10110	10238	74	47	22
Lineups	-200768-200782-203473-1629130-1629639-	K. Lowry - P. Tucker - D. Dedmon - D. Robinson - T. Herro	1610612748	MIA	13	8	5	0.615	82.90666666666667	69	150	0.46	39	83	0.47	26	33	0.788	18	55	73	48	25.0	13	7	15	25	29	203	15.0	58	53	10116	4199	59	65	64	4502	29	43	2561	63	62	2955	63	69	65	52	10234	62	86	10261	10199	74	55	172
Lineups	-202330-1626179-1628970-1629023-1630163-	G. Hayward - T. Rozier - M. Bridges - P. Washington - L. Ball	1610612766	CHA	13	7	6	0.538	82.665	69	157	0.439	33	84	0.393	22	28	0.786	12	51	63	51	29.0	11	9	7	27	33	193	-26.0	58	82	10196	4318	60	65	60	4800	39	41	3036	90	85	2957	116	75	78	49	10243	81	58	10197	10211	64	60	10260
Lineups	-1626156-1626157-1629020-1630162-1630183-	D. Russell - K. Towns - J. Vanderbilt - A. Edwards - J. McDaniels	1610612750	MIN	11	7	4	0.636	82.09	74	162	0.457	21	65	0.323	23	29	0.793	24	65	89	42	29.0	10	12	9	36	27	192	18.0	76	82	9951	4180	61	58	58	4532	68	56	3998	79	81	2947	38	59	53	66	10243	96	39	10232	10243	83	61	111
Lineups	-202330-203486-1626162-1628970-1630163-	G. Hayward - M. Plumlee - K. Oubre Jr. - M. Bridges - L. Ball	1610612766	CHA	10	5	5	0.5	81.88166666666666	60	154	0.39	25	68	0.368	30	43	0.698	19	63	82	39	24.0	13	10	13	30	36	175	-8.0	108	165	10116	4322	62	80	61	5638	52	51	3188	50	43	3521	58	61	60	74	10232	62	50	10254	10229	50	73	9603
Lineups	-203200-1626167-1627734-1627763-1630537-	J. Holiday - M. Turner - D. Sabonis - M. Brogdon - C. Duarte	1610612754	IND	10	3	7	0.3	80.39833333333333	61	151	0.404	15	61	0.246	21	29	0.724	22	70	92	34	29.0	9	11	8	27	36	158	-15.0	108	445	10235	5770	63	78	62	5227	104	62	4633	98	81	3433	46	51	50	88	10243	114	42	10219	10211	50	82	10133
Lineups	-1627783-1627832-1628449-1629018-1630567-	P. Siakam - F. VanVleet - C. Boucher - G. Trent Jr. - S. Barnes	1610612761	TOR	4	2	2	0.5	78.95	73	151	0.483	22	61	0.361	22	25	0.88	18	57	75	48	17.0	13	10	5	31	28	190	32.0	727	805	8532	4322	64	60	62	4258	62	62	3221	90	108	2460	63	65	63	52	10189	62	50	10110	10231	81	62	33
Lineups	-203939-1627827-1628467-1628973-1629029-	D. Powell - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic	1610612742	DAL	9	7	2	0.778	77.58333333333333	58	131	0.443	13	50	0.26	21	28	0.75	12	53	65	32	26.0	9	6	6	16	34	150	-23.0	150	82	8532	3684	65	84	74	4776	144	79	4278	98	85	3047	116	71	74	92	10237	114	110	10168	10097	59	87	10256
Lineups	-203501-203939-1627827-1628973-1629029-	T. Hardaway Jr. - D. Powell - D. Finney-Smith - J. Brunson - L. Doncic	1610612742	DAL	14	10	4	0.714	76.14	73	139	0.525	20	52	0.385	32	45	0.711	11	53	64	35	21.0	13	5	6	44	35	198	18.0	47	19	9951	3817	66	60	67	2742	76	74	3048	46	39	3493	125	71	76	84	10217	62	149	10168	10258	56	57	111
