GROUP_SET	GROUP_ID	GROUP_NAME	TEAM_ID	TEAM_ABBREVIATION	GP	W	L	W_PCT	MIN	FGM	FGA	FG_PCT	FG3M	FG3A	FG3_PCT	FTM	FTA	FT_PCT	OREB	DREB	REB	AST	TOV	STL	BLK	BLKA	PF	PFD	PTS	PLUS_MINUS	GP_RANK	W_RANK	L_RANK	W_PCT_RANK	MIN_RANK	FGM_RANK	FGA_RANK	FG_PCT_RANK	FG3M_RANK	FG3A_RANK	FG3_PCT_RANK	FTM_RANK	FTA_RANK	FT_PCT_RANK	OREB_RANK	DREB_RANK	REB_RANK	AST_RANK	TOV_RANK	STL_RANK	BLK_RANK	BLKA_RANK	PF_RANK	PFD_RANK	PTS_RANK	PLUS_MINUS_RANK
Lineups	-1628983-1629647-1629652-1630526-1630581-	S. Gilgeous-Alexander - D. Bazley - L. Dort - J. Robinson-Earl - J. Giddey	1610612760	OKC	19	8	11	0.421	216.385	167	409	0.408	49	176	0.278	55	65	0.846	37	168	205	95	58.0	37	27	37	58	61	438	-74.0	7	45	8734	4569	11	12	10	4415	14	7	3585	17	20	2188	15	9	11	18	8726	7	6	8737	8719	20	13	8736
Lineups	-203991-203992-1628381-1629027-1629631-	C. Capela - B. Bogdanovic - J. Collins - T. Young - D. Hunter	1610612737	ATL	11	3	8	0.273	214.45	200	401	0.499	50	116	0.431	58	80	0.725	49	148	197	114	54.0	27	14	21	80	86	508	5.0	70	367	8710	4923	12	7	11	3579	13	19	2287	15	11	2876	8	13	13	10	8723	18	29	8724	8728	7	7	1013
Lineups	-200752-201144-203497-203903-204060-	R. Gay - M. Conley - R. Gobert - J. Clarkson - J. Ingles	1610612762	UTA	20	16	4	0.8	192.80166666666668	166	355	0.468	68	176	0.386	72	90	0.8	46	160	206	99	59.0	22	17	9	60	86	472	76.0	5	5	8453	3100	13	13	14	3717	6	7	2590	9	9	2360	12	11	10	13	8727	26	19	8685	8720	7	11	4
Lineups	-202685-1627742-1628404-1628984-1630529-	J. Valanciunas - B. Ingram - J. Hart - D. Graham - H. Jones	1610612740	NOP	13	8	5	0.615	191.72	155	334	0.464	34	101	0.337	69	81	0.852	37	143	180	96	55.0	36	18	21	81	78	413	20.0	46	45	8597	3571	14	16	15	3750	32	29	2786	10	10	2178	15	14	15	15	8725	8	16	8724	8731	11	15	72
Lineups	-200768-200782-202710-1628389-1629130-	K. Lowry - P. Tucker - J. Butler - B. Adebayo - D. Robinson	1610612748	MIA	14	9	5	0.643	185.31	147	329	0.447	41	140	0.293	59	76	0.776	37	140	177	96	50.0	38	6	11	80	78	394	37.0	35	22	8597	3549	15	18	16	3942	22	13	3492	14	14	2538	15	16	16	15	8720	6	93	8693	8728	11	16	17
Lineups	-203926-1627749-1627751-1628401-1629640-	D. McDermott - D. Murray - J. Poeltl - D. White - K. Johnson	1610612759	SAS	15	7	8	0.467	179.74	165	367	0.45	39	121	0.322	54	77	0.701	47	127	174	117	38.0	34	17	17	60	62	423	7.0	26	70	8710	4540	16	14	13	3928	24	17	3407	18	12	2935	11	20	17	8	8708	11	19	8717	8720	19	14	658
Lineups	-201142-201933-201935-203925-1628971-	K. Durant - B. Griffin - J. Harden - J. Harris - B. Brown	1610612751	BKN	11	9	2	0.818	171.10833333333332	140	304	0.461	53	138	0.384	48	59	0.814	24	136	160	101	61.0	31	7	15	64	77	381	20.0	70	22	7262	3096	17	19	19	3808	11	14	2610	23	24	2354	34	18	22	12	8729	14	74	8711	8722	13	18	72
Lineups	-203115-203932-203999-1628420-1629008-	W. Barton - A. Gordon - N. Jokic - M. Morris - M. Porter Jr.	1610612743	DEN	9	5	4	0.556	169.91666666666666	156	305	0.511	36	109	0.33	28	44	0.636	28	141	169	96	64.0	24	11	9	53	63	376	37.0	122	141	8453	3652	18	15	18	2398	29	25	3399	47	37	3201	27	15	18	15	8730	24	39	8685	8714	18	19	17
Lineups	-202699-203552-203954-1629680-1630178-	T. Harris - S. Curry - J. Embiid - M. Thybulle - T. Maxey	1610612755	PHI	16	9	7	0.563	168.53333333333333	124	283	0.438	28	91	0.308	77	93	0.828	27	108	135	74	29.0	26	22	14	64	74	353	-40.0	18	22	8694	3650	19	30	25	4060	42	32	3429	6	8	2325	28	28	29	27	8695	21	10	8707	8722	14	25	8730
Lineups	-201587-202331-202339-202704-1627826-	N. Batum - P. George - E. Bledsoe - R. Jackson - I. Zubac	1610612746	LAC	13	9	4	0.692	166.76833333333335	139	304	0.457	44	126	0.349	53	62	0.855	24	124	148	84	54.0	31	16	10	51	60	375	-30.0	46	22	8453	3278	20	20	19	3833	18	15	2772	22	22	2177	34	22	23	22	8723	14	22	8689	8712	21	20	8720
Lineups	-1628964-1628976-1630175-1630532-1630591-	M. Bamba - W. Carter Jr. - C. Anthony - F. Wagner - J. Suggs	1610612753	ORL	15	4	11	0.267	163.06666666666666	136	309	0.44	48	126	0.381	40	54	0.741	45	138	183	71	53.0	22	20	18	71	58	360	39.0	26	219	8734	4924	21	23	17	4043	15	15	2615	30	27	2843	13	17	14	28	8722	26	14	8719	8725	22	24	12
Lineups	-1626174-1628464-1629645-1630224-1630256-	C. Wood - D. Theis - K. Porter Jr. - J. Green - J. Tate	1610612745	HOU	12	1	11	0.083	159.7	103	273	0.377	34	113	0.301	35	53	0.66	35	127	162	60	77.0	29	14	21	70	66	275	-89.0	60	1502	8734	5066	22	33	27	4844	32	20	3451	35	29	3195	20	20	20	36	8733	17	29	8724	8724	17	33	8738
Lineups	-201942-202696-203897-1628366-1629750-	D. DeRozan - N. Vucevic - Z. LaVine - L. Ball - J. Green	1610612741	CHI	13	8	5	0.615	152.355	134	287	0.467	52	103	0.505	31	37	0.838	25	118	143	88	43.0	22	10	19	54	40	351	6.0	46	45	8597	3571	23	24	23	3719	12	28	1212	41	45	2202	31	23	27	21	8714	26	47	8721	8715	40	26	818
Lineups	-1627832-1628384-1629018-1630173-1630567-	F. VanVleet - O. Anunoby - G. Trent Jr. - P. Achiuwa - S. Barnes	1610612761	TOR	10	5	5	0.5	149.44833333333332	133	291	0.457	38	97	0.392	34	43	0.791	37	111	148	66	35.0	25	13	24	52	47	338	28.0	90	141	8597	3666	24	25	21	3835	27	30	2581	36	39	2475	15	26	23	30	8707	23	34	8729	8713	31	29	37
Lineups	-1626167-1627734-1627747-1627763-1630537-	M. Turner - D. Sabonis - C. LeVert - M. Brogdon - C. Duarte	1610612754	IND	11	5	6	0.455	147.955	137	261	0.525	30	90	0.333	60	68	0.882	24	108	132	91	43.0	22	21	18	48	57	364	40.0	70	141	8666	4544	25	21	29	2339	40	34	2787	13	18	2070	34	28	31	20	8714	26	11	8719	8709	23	21	11
Lineups	-203991-1627789-1628381-1628989-1629027-	C. Capela - T. Luwawu-Cabarrot - J. Collins - K. Huerter - T. Young	1610612737	ATL	9	3	6	0.333	147.07166666666666	133	288	0.462	44	111	0.396	54	69	0.783	48	116	164	81	42.0	20	20	21	57	53	364	24.0	122	367	8666	4648	26	25	22	3762	18	22	2576	18	17	2493	10	25	19	24	8713	35	14	8724	8718	24	21	49
Lineups	-203500-1628991-1629001-1629630-1630217-	S. Adams - J. Jackson Jr. - D. Melton - J. Morant - D. Bane	1610612763	MEM	12	6	6	0.5	145.205	137	287	0.477	44	109	0.404	46	51	0.902	37	108	145	76	45.0	35	14	20	43	51	364	27.0	60	104	8666	3666	27	21	23	3658	18	25	2409	25	30	2030	15	28	26	26	8718	10	29	8723	8704	26	21	38
Lineups	-203991-203992-1628381-1628989-1629027-	C. Capela - B. Bogdanovic - J. Collins - K. Huerter - T. Young	1610612737	ATL	10	8	2	0.8	144.08666666666667	154	278	0.554	39	104	0.375	36	47	0.766	29	118	147	92	32.0	21	14	13	50	47	383	98.0	90	45	7262	3100	28	17	26	2162	24	27	2625	34	32	2551	26	23	25	19	8702	32	29	8703	8711	31	17	3
Lineups	-201950-203114-203507-1626171-1628960-	J. Holiday - K. Middleton - G. Antetokounmpo - B. Portis - G. Allen	1610612749	MIL	15	13	2	0.867	142.5	128	269	0.476	39	112	0.348	45	61	0.738	30	132	162	84	38.0	21	18	11	46	44	340	20.0	26	7	7262	3065	29	27	28	3672	24	21	2774	26	23	2846	24	19	20	22	8708	32	16	8693	8706	34	28	72
Lineups	-1628374-1628386-1629636-1630171-1630596-	L. Markkanen - J. Allen - D. Garland - I. Okoro - E. Mobley	1610612739	CLE	12	9	3	0.75	139.505	125	246	0.508	33	84	0.393	40	51	0.784	25	109	134	81	44.0	20	21	16	38	48	323	45.0	60	22	8161	3160	30	29	30	2408	34	36	2579	30	30	2491	31	27	30	24	8716	35	11	8714	8698	29	30	9
Lineups	-201976-1626156-1626157-1629020-1630162-	P. Beverley - D. Russell - K. Towns - J. Vanderbilt - A. Edwards	1610612750	MIN	12	9	3	0.75	127.02	128	239	0.536	46	110	0.418	43	55	0.782	35	84	119	65	31.0	27	16	10	48	53	345	124.0	60	22	8161	3160	31	27	32	2273	17	23	2372	28	26	2495	20	35	32	32	8701	18	22	8689	8709	24	27	1
Lineups	-202355-202711-204060-1626220-1628378-	H. Whiteside - B. Bogdanovic - J. Ingles - R. O'Neale - D. Mitchell	1610612762	UTA	24	18	6	0.75	125.28333333333333	108	224	0.482	32	88	0.364	41	45	0.911	26	81	107	60	44.0	27	15	12	56	45	289	-2.0	4	3	8666	3160	32	32	33	3630	35	35	2712	29	36	2018	30	37	35	36	8716	18	27	8701	8716	33	32	5489
Lineups	-202355-202711-203903-1626220-1628378-	H. Whiteside - B. Bogdanovic - J. Clarkson - R. O'Neale - D. Mitchell	1610612762	UTA	27	18	9	0.667	122.56666666666666	111	241	0.461	41	110	0.373	44	54	0.815	38	99	137	50	34.0	19	16	13	56	43	307	17.0	1	3	8720	3283	33	31	31	3807	22	23	2687	27	27	2352	14	31	28	45	8706	37	22	8703	8716	37	31	107
Lineups	-203914-1628964-1628976-1630175-1630532-	G. Harris - M. Bamba - W. Carter Jr. - C. Anthony - F. Wagner	1610612753	ORL	10	1	9	0.1	116.72333333333333	100	207	0.483	35	83	0.422	28	33	0.848	23	80	103	63	40.0	14	17	17	34	33	263	3.0	90	1502	8720	5065	34	34	35	3620	31	37	2360	47	54	2186	38	38	37	34	8712	49	19	8717	8692	52	35	1670
Lineups	-203500-1626145-1628415-1628991-1630217-	S. Adams - T. Jones - D. Brooks - J. Jackson Jr. - D. Bane	1610612763	MEM	11	8	3	0.727	115.9	96	212	0.453	24	65	0.369	54	59	0.915	30	88	118	61	30.0	24	14	16	47	51	270	23.0	70	45	8161	3257	35	36	34	3905	50	49	2695	18	24	2016	24	34	33	35	8699	24	29	8714	8708	26	34	54
Lineups	-201144-203497-203903-204060-1629672-	M. Conley - R. Gobert - J. Clarkson - J. Ingles - E. Paschall	1610612762	UTA	12	9	3	0.75	113.41666666666667	92	199	0.462	42	118	0.356	25	37	0.676	24	92	116	57	39.0	9	11	8	40	38	251	26.0	60	22	8161	3160	36	38	36	3760	21	18	2753	58	45	2976	34	32	34	38	8710	93	39	8673	8700	42	37	40
Lineups	-202066-202685-1628404-1628984-1629638-	G. Temple - J. Valanciunas - J. Hart - D. Graham - N. Alexander-Walker	1610612740	NOP	12	5	7	0.417	109.82	92	195	0.472	37	91	0.407	21	29	0.724	20	79	99	68	39.0	14	6	14	46	37	242	-3.0	60	141	8694	4570	37	38	37	3691	28	32	2405	78	66	2877	46	41	40	29	8710	49	93	8707	8706	43	38	6362
Lineups	-203084-203090-1626158-1628368-1630169-	H. Barnes - M. Harkless - R. Holmes - D. Fox - T. Haliburton	1610612758	SAC	10	5	5	0.5	106.25666666666666	97	195	0.497	25	66	0.379	33	40	0.825	15	84	99	57	29.0	10	10	11	30	40	252	2.0	90	141	8597	3666	38	35	37	3580	46	47	2623	38	42	2326	72	35	40	38	8695	81	47	8693	8683	40	36	2161
Lineups	-202324-1628983-1629647-1629652-1630581-	D. Favors - S. Gilgeous-Alexander - D. Bazley - L. Dort - J. Giddey	1610612760	OKC	11	4	7	0.364	104.89333333333333	79	191	0.414	22	77	0.286	26	34	0.765	23	78	101	53	32.0	13	8	14	36	34	206	-46.0	70	219	8694	4644	39	45	40	4385	57	39	3498	54	50	2552	38	42	38	43	8702	52	62	8707	8694	50	47	8733
Lineups	-101108-203109-1628969-1629013-1629028-	C. Paul - J. Crowder - M. Bridges - L. Shamet - D. Ayton	1610612756	PHX	13	10	3	0.769	103.56666666666666	88	178	0.494	23	59	0.39	39	46	0.848	11	71	82	64	26.0	22	2	7	26	44	238	24.0	46	13	8161	3158	40	41	45	3583	52	60	2584	32	34	2187	102	44	52	33	8689	26	463	8655	8665	34	39	49
Lineups	-203501-203939-204001-1627827-1629029-	T. Hardaway Jr. - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic	1610612742	DAL	11	7	4	0.636	103.03333333333333	77	194	0.397	23	79	0.291	30	42	0.714	25	69	94	49	25.0	21	9	10	25	41	207	-37.0	70	70	8453	3551	41	47	39	4744	52	38	3494	43	41	2884	31	49	43	46	8686	32	54	8689	8662	39	46	8728
Lineups	-203926-1627749-1628401-1629234-1629640-	D. McDermott - D. Murray - D. White - D. Eubanks - K. Johnson	1610612759	SAS	11	2	9	0.182	102.61666666666666	81	186	0.435	21	61	0.344	22	28	0.786	15	89	104	57	30.0	11	15	13	25	32	205	-31.0	70	653	8720	5045	42	44	42	4085	61	55	2781	72	72	2480	72	33	36	38	8699	68	27	8703	8662	54	48	8722
Lineups	-201143-203471-203935-1628369-1629057-	A. Horford - D. Schroder - M. Smart - J. Tatum - R. Williams III	1610612738	BOS	10	5	5	0.5	97.44166666666666	71	179	0.397	19	72	0.264	21	31	0.677	20	66	86	33	27.0	14	5	11	26	36	182	-32.0	90	141	8597	3666	43	55	44	4745	67	42	3623	78	60	2975	46	53	51	74	8692	49	130	8693	8665	44	55	8724
Lineups	-201569-1626174-1629717-1629726-1630256-	E. Gordon - C. Wood - A. Brooks - G. Mathews - J. Tate	1610612745	HOU	9	5	4	0.556	97.14833333333333	85	191	0.445	32	94	0.34	33	46	0.717	18	70	88	56	25.0	16	10	10	41	51	235	-3.0	122	141	8453	3652	44	42	40	3945	35	31	2784	38	34	2883	53	46	49	42	8686	43	47	8689	8702	26	40	6362
Lineups	-203078-203484-203915-1626149-1628398-	B. Beal - K. Caldwell-Pope - S. Dinwiddie - M. Harrell - K. Kuzma	1610612764	WAS	15	9	6	0.6	96.25333333333333	78	168	0.464	31	67	0.463	39	47	0.83	21	67	88	52	33.0	10	3	15	34	44	226	21.0	26	22	8666	3575	45	46	49	3742	37	46	2198	32	32	2323	44	51	49	44	8704	81	277	8711	8692	34	42	66
Lineups	-201942-202696-203897-1627936-1628366-	D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - L. Ball	1610612741	CHI	16	11	5	0.688	95.31	76	166	0.458	22	63	0.349	54	65	0.831	16	80	96	41	29.0	17	8	5	39	42	228	34.0	18	11	8597	3282	46	48	51	3830	57	52	2772	18	20	2322	64	38	42	57	8695	40	62	8579	8699	38	41	24
Lineups	-202685-1627742-1628984-1629638-1630529-	J. Valanciunas - B. Ingram - D. Graham - N. Alexander-Walker - H. Jones	1610612740	NOP	14	5	9	0.357	94.14833333333333	89	183	0.486	20	65	0.308	23	33	0.697	19	70	89	48	33.0	22	13	12	37	36	221	18.0	35	141	8720	4645	47	40	43	3610	65	49	3429	66	54	2955	49	46	47	47	8704	26	34	8701	8697	44	45	93
Lineups	-1627783-1627832-1629018-1630173-1630567-	P. Siakam - F. VanVleet - G. Trent Jr. - P. Achiuwa - S. Barnes	1610612761	TOR	6	4	2	0.667	92.19833333333334	75	167	0.449	23	56	0.411	24	32	0.75	23	67	90	43	23.0	9	12	9	43	32	197	14.0	291	219	7262	3283	48	50	50	3929	52	61	2399	62	57	2560	38	51	46	53	8680	93	38	8685	8704	54	51	170
Lineups	-200746-201142-201935-201988-1627761-	L. Aldridge - K. Durant - J. Harden - P. Mills - D. Bembry	1610612751	BKN	13	9	4	0.692	91.1	96	171	0.561	18	48	0.375	12	17	0.706	8	71	79	66	23.0	13	18	7	36	20	222	15.0	46	22	8453	3278	49	36	47	2078	71	70	2625	209	173	2932	181	44	54	30	8680	52	16	8655	8694	107	44	146
Lineups	-201565-201959-202692-1630167-1630193-	D. Rose - T. Gibson - A. Burks - O. Toppin - I. Quickley	1610612752	NYK	10	5	5	0.5	89.26333333333334	76	169	0.45	26	64	0.406	25	28	0.893	27	74	101	40	27.0	10	11	11	42	26	203	49.0	90	141	8597	3666	50	48	48	3927	44	51	2406	58	72	2046	28	43	38	61	8692	81	39	8693	8703	75	49	8
Lineups	-201143-203471-203935-1628369-1629684-	A. Horford - D. Schroder - M. Smart - J. Tatum - G. Williams	1610612738	BOS	12	6	6	0.5	87.19666666666667	85	163	0.521	29	69	0.42	27	29	0.931	15	61	76	57	19.0	18	10	5	32	29	226	37.0	60	104	8666	3666	51	42	52	2361	41	44	2369	51	66	1996	72	56	55	38	8657	39	47	8579	8689	61	42	17
Lineups	-201143-203935-1627759-1628369-1629057-	A. Horford - M. Smart - J. Brown - J. Tatum - R. Williams III	1610612738	BOS	8	5	3	0.625	86.60166666666667	75	148	0.507	25	62	0.403	21	29	0.724	13	80	93	46	28.0	9	16	3	22	30	196	34.0	153	141	8161	3558	52	50	56	2410	46	53	2411	78	66	2877	88	38	44	49	8694	93	22	8287	8639	60	52	24
Lineups	-203200-1626167-1627734-1627747-1627763-	J. Holiday - M. Turner - D. Sabonis - C. LeVert - M. Brogdon	1610612754	IND	9	4	5	0.444	85.59333333333333	75	174	0.431	31	77	0.403	20	24	0.833	21	68	89	43	15.0	12	9	11	27	28	201	24.0	122	219	8597	4546	53	50	46	4103	37	39	2412	88	95	2203	44	50	47	53	8617	64	54	8693	8670	67	50	49
Lineups	-202330-203486-1626162-1628970-1630163-	G. Hayward - M. Plumlee - K. Oubre Jr. - M. Bridges - L. Ball	1610612766	CHA	10	5	5	0.5	81.88166666666666	60	154	0.39	25	68	0.368	30	43	0.698	19	63	82	39	24.0	13	10	13	30	36	175	-8.0	90	141	8597	3666	54	69	53	4771	46	45	2711	43	39	2954	49	54	52	63	8684	52	47	8703	8683	44	62	8161
Lineups	-203200-1626167-1627734-1627763-1630537-	J. Holiday - M. Turner - D. Sabonis - M. Brogdon - C. Duarte	1610612754	IND	10	3	7	0.3	80.39833333333333	61	151	0.404	15	61	0.246	21	29	0.724	22	70	92	34	29.0	9	11	8	27	36	158	-15.0	90	367	8694	4905	55	65	54	4426	85	55	3925	78	66	2877	41	46	45	70	8695	93	39	8673	8670	44	70	8602
Lineups	-1627783-1627832-1628449-1629018-1630567-	P. Siakam - F. VanVleet - C. Boucher - G. Trent Jr. - S. Barnes	1610612761	TOR	4	2	2	0.5	78.95	73	151	0.483	22	61	0.361	22	25	0.88	18	57	75	48	17.0	13	10	5	31	28	190	32.0	595	653	7262	3666	56	54	54	3618	57	55	2737	72	89	2073	53	59	57	47	8644	52	47	8579	8685	67	53	29
Lineups	-101150-201568-203991-1626153-1629629-	L. Williams - D. Gallinari - C. Capela - D. Wright - C. Reddish	1610612737	ATL	10	9	1	0.9	73.83	64	138	0.464	23	54	0.426	21	26	0.808	17	53	70	41	18.0	11	8	4	23	29	172	18.0	90	22	3051	3052	57	61	59	3752	52	63	2350	78	81	2359	58	63	60	57	8650	68	62	8488	8644	61	64	93
Lineups	-200768-200782-203473-1629130-1629639-	K. Lowry - P. Tucker - D. Dedmon - D. Robinson - T. Herro	1610612748	MIA	12	7	5	0.583	73.69	61	136	0.449	36	75	0.48	22	29	0.759	17	45	62	43	21.0	13	4	15	21	26	180	9.0	60	70	8597	3629	58	65	60	3932	29	41	2173	72	66	2558	58	78	70	53	8674	52	174	8711	8636	75	57	411
Lineups	-203500-1628415-1628991-1629630-1630217-	S. Adams - D. Brooks - J. Jackson Jr. - J. Morant - D. Bane	1610612763	MEM	8	2	6	0.25	73.50833333333334	70	145	0.483	16	37	0.432	24	31	0.774	18	56	74	39	20.0	17	7	14	27	35	180	29.0	153	653	8666	4926	59	56	57	3621	80	102	2286	62	60	2540	53	61	58	63	8664	40	74	8707	8670	48	57	34
Lineups	-203468-203503-1626204-1629014-1629642-	C. McCollum - T. Snell - L. Nance Jr. - A. Simons - N. Little	1610612757	POR	10	6	4	0.6	71.385	56	132	0.424	27	66	0.409	14	16	0.875	22	45	67	33	17.0	10	4	8	31	25	153	10.0	90	104	8453	3575	60	73	63	4282	43	47	2401	157	186	2074	41	78	65	74	8644	81	174	8673	8685	79	72	336
Lineups	-201942-202696-203897-1629632-1629750-	D. DeRozan - N. Vucevic - Z. LaVine - C. White - J. Green	1610612741	CHI	4	4	0	1.0	71.25833333333334	67	130	0.515	22	50	0.44	25	30	0.833	14	56	70	45	20.0	11	8	6	26	24	181	19.0	595	219	1	1	61	57	64	2382	57	66	2273	58	62	2203	81	61	60	51	8664	68	62	8633	8665	86	56	83
Lineups	-201145-203115-203210-203932-1628420-	J. Green - W. Barton - J. Green - A. Gordon - M. Morris	1610612743	DEN	5	2	3	0.4	70.99166666666666	56	139	0.403	17	49	0.347	13	15	0.867	22	40	62	32	16.0	7	3	16	23	17	142	-32.0	406	653	8161	4573	62	73	58	4429	74	69	2775	178	204	2116	41	93	70	77	8630	142	277	8714	8644	147	76	8724
Lineups	-202711-203497-204060-1626220-1628378-	B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell	1610612762	UTA	16	9	7	0.563	70.45666666666666	64	128	0.5	21	62	0.339	29	37	0.784	17	53	70	36	20.0	8	13	5	33	34	178	20.0	18	22	8694	3650	63	61	66	2416	61	53	2785	46	45	2492	58	63	60	69	8664	116	34	8579	8691	50	60	72
Lineups	-200768-200782-203473-1629130-1629216-	K. Lowry - P. Tucker - D. Dedmon - D. Robinson - G. Vincent	1610612748	MIA	8	4	4	0.5	70.38833333333334	58	122	0.475	31	70	0.443	12	16	0.75	16	53	69	39	23.0	7	8	3	26	24	159	33.0	153	219	8453	3666	64	72	71	3673	37	43	2270	209	186	2560	64	63	63	63	8680	142	62	8287	8665	86	69	26
Lineups	-203084-1626158-1628368-1629002-1630169-	H. Barnes - R. Holmes - D. Fox - C. Metu - T. Haliburton	1610612758	SAC	7	2	5	0.286	69.48333333333333	59	134	0.44	10	41	0.244	14	17	0.824	14	49	63	28	22.0	16	8	7	19	20	142	-12.0	209	653	8597	4906	65	71	61	4042	176	90	3926	157	173	2328	81	66	67	91	8679	43	62	8655	8613	107	76	8526
Lineups	-1627749-1627751-1628401-1629022-1629640-	D. Murray - J. Poeltl - D. White - L. Walker IV - K. Johnson	1610612759	SAS	14	7	7	0.5	69.4	65	129	0.504	18	43	0.419	14	23	0.609	13	46	59	43	20.0	8	5	7	16	27	162	-5.0	35	70	8694	3666	66	60	65	2414	71	83	2371	157	100	3239	88	75	75	53	8664	116	130	8655	8574	71	66	7394
