GAME_ID	HOME_TEAM_ABBREVIATION	VISITOR_TEAM_ABBREVIATION	PLAYER_ID_1	PLAYER_NAME_1	PLAYER_TEAM_ABBREVIATION_1	PLAYER_stats_1	PLAYER_rank_1	PLAYER_ID_2	PLAYER_NAME_2	PLAYER_TEAM_ABBREVIATION_2	PLAYER_stats_2	PLAYER_rank_2	PLAYER_ID_3	PLAYER_NAME_3	PLAYER_TEAM_ABBREVIATION_3	PLAYER_stats_3	PLAYER_rank_3	PLAYER_ID_4	PLAYER_NAME_4	PLAYER_TEAM_ABBREVIATION_4	PLAYER_stats_4	PLAYER_rank_4	PLAYER_ID_5	PLAYER_NAME_5	PLAYER_TEAM_ABBREVIATION_5	PLAYER_stats_5	PLAYER_rank_5	PLAYER_ID_6	PLAYER_NAME_6	PLAYER_TEAM_ABBREVIATION_6	PLAYER_stats_6	PLAYER_rank_6	PLAYER_ID_7	PLAYER_NAME_7	PLAYER_TEAM_ABBREVIATION_7	PLAYER_stats_7	PLAYER_rank_7	PLAYER_ID_8	PLAYER_NAME_8	PLAYER_TEAM_ABBREVIATION_8	PLAYER_stats_8	PLAYER_rank_8	PLAYER_ID_9	PLAYER_NAME_9	PLAYER_TEAM_ABBREVIATION_9	PLAYER_stats_9	PLAYER_rank_9	PLAYER_ID_10	PLAYER_NAME_10	PLAYER_TEAM_ABBREVIATION_10	PLAYER_stats_10	PLAYER_rank_10
0022100612	WAS	OKC	1628983	Shai Gilgeous-Alexander	OKC	32	1	1628398	Kyle Kuzma	WAS	29	2	203915	Spencer Dinwiddie	WAS	22	3	1630581	Josh Giddey	OKC	18	4	1629652	Luguentz Dort	OKC	17	5	203484	Kentavious Caldwell-Pope	WAS	16	6	1629647	Darius Bazley	OKC	14	7	1630557	Corey Kispert	WAS	12	8	1626149	Montrezl Harrell	WAS	12	9	1629660	Ty Jerome	OKC	12	10
0022100613	TOR	PHX	1628384	OG Anunoby	TOR	25	1	1627783	Pascal Siakam	TOR	22	2	1627832	Fred VanVleet	TOR	21	3	203109	Jae Crowder	PHX	19	4	1629028	Deandre Ayton	PHX	16	5	1626164	Devin Booker	PHX	16	6	101108	Chris Paul	PHX	15	7	1628449	Chris Boucher	TOR	13	8	1628969	Mikal Bridges	PHX	12	9	1630188	Jalen Smith	PHX	7	10
0022100415	CHI	DET	202696	Nikola Vucevic	CHI	22	1	201942	DeMar DeRozan	CHI	20	2	1628366	Lonzo Ball	CHI	18	3	1628367	Josh Jackson	DET	16	4	1630180	Saddiq Bey	DET	14	5	1629632	Coby White	CHI	13	6	1630191	Isaiah Stewart	DET	11	7	203897	Zach LaVine	CHI	10	8	1630245	Ayo Dosunmu	CHI	10	9	1628035	Alfonzo McKinnie	CHI	10	10
0022100614	MEM	GSW	1629630	Ja Morant	MEM	29	1	201939	Stephen Curry	GSW	27	2	1630533	Ziaire Williams	MEM	17	3	1626145	Tyus Jones	MEM	17	4	1629634	Brandon Clarke	MEM	14	5	202691	Klay Thompson	GSW	14	6	1628991	Jaren Jackson Jr.	MEM	13	7	203952	Andrew Wiggins	GSW	13	8	1627780	Gary Payton II	GSW	13	9	1629673	Jordan Poole	GSW	12	10
0022100615	NOP	MIN	1627742	Brandon Ingram	NOP	33	1	1630162	Anthony Edwards	MIN	28	2	1626157	Karl-Anthony Towns	MIN	26	3	1628404	Josh Hart	NOP	21	4	1626156	D'Angelo Russell	MIN	18	5	1627736	Malik Beasley	MIN	18	6	1630529	Herbert Jones	NOP	14	7	202685	Jonas Valanciunas	NOP	13	8	1629637	Jaxson Hayes	NOP	13	9	1628984	Devonte' Graham	NOP	11	10
0022100616	LAC	DEN	203932	Aaron Gordon	DEN	30	1	203999	Nikola Jokic	DEN	21	2	1629599	Amir Coffey	LAC	18	3	202704	Reggie Jackson	LAC	13	4	1629611	Terance Mann	LAC	13	5	202694	Marcus Morris Sr.	LAC	12	6	201145	Jeff Green	DEN	12	7	202339	Eric Bledsoe	LAC	11	8	1628420	Monte Morris	DEN	11	9	1630527	Brandon Boston Jr.	LAC	8	10
