PLAYER_ID	PLAYER_NAME	TEAM_ABBREVIATION	PTS	AST	REB	STL	BLK	DREB	OREB	TO	FGA	FGM	FG3M	FG3A	FTM	FTA	G
202685	Jonas Valanciunas	NOP	953	137	610	25	49	439	171	131	680	366	47	122	174	211	53
1630529	Herbert Jones	NOP	536	118	218	81	48	145	73	70	405	202	38	106	94	110	56
203468	CJ McCollum	NOP	881	190	183	43	21	142	41	82	774	346	128	329	61	85	41
202066	Garrett Temple	NOP	295	71	139	41	23	110	29	40	280	106	55	174	28	41	55
1628984	Devonte' Graham	NOP	713	244	141	51	8	114	27	85	652	235	153	447	90	107	55
203503	Tony Snell	NOP	123	22	78	10	7	66	12	15	114	45	30	88	3	3	41
1629109	Gary Clark	NOP	75	10	71	10	7	55	16	6	67	24	21	56	6	8	27
1630631	Jose Alvarado	NOP	158	63	45	31	5	36	9	16	141	60	18	57	20	27	31
1626195	Willy Hernangomez	NOP	275	40	213	11	10	131	82	30	197	105	3	7	62	83	31
1630230	Naji Marshall	NOP	120	24	66	13	4	51	15	24	108	40	10	47	30	35	32
1630530	Trey Murphy III	NOP	160	20	88	12	6	60	28	12	148	50	36	107	24	28	41
202710	Jimmy Butler	MIA	870	240	257	70	19	179	78	87	598	286	15	78	283	316	40
200782	P.J. Tucker	MIA	441	109	288	42	11	211	77	53	333	165	72	160	39	54	52
1628389	Bam Adebayo	MIA	633	119	348	51	24	251	97	99	460	241	0	4	151	201	34
1629130	Duncan Robinson	MIA	658	89	167	35	11	147	20	49	561	223	172	473	40	48	56
200768	Kyle Lowry	MIA	610	364	210	54	15	183	27	136	478	203	99	281	105	125	46
1629216	Gabe Vincent	MIA	458	168	102	47	12	83	19	76	390	165	91	243	37	45	50
1630209	Omer Yurtseven	MIA	259	44	250	15	18	178	72	36	208	112	1	7	34	54	42
1629622	Max Strus	MIA	503	60	150	15	10	131	19	37	399	174	122	304	33	43	47
1629312	Haywood Highsmith	MIA	22	0	9	0	1	6	3	1	21	8	6	15	0	2	6
1629657	Kyle Guy	MIA	73	17	13	7	1	11	2	12	60	26	14	35	7	10	15
2617	Udonis Haslem	MIA	26	3	18	1	1	14	4	3	22	11	1	2	3	3	9
1628970	Miles Bridges	CHA	1161	208	418	60	52	350	68	114	896	431	106	344	193	242	58
1629023	P.J. Washington	CHA	421	86	242	35	40	185	57	58	336	149	76	202	47	65	43
203486	Mason Plumlee	CHA	342	157	409	46	31	277	132	70	236	149	0	2	44	116	51
1626179	Terry Rozier	CHA	953	217	219	58	18	180	39	66	816	349	151	420	104	127	51
1630163	LaMelo Ball	CHA	1062	400	376	83	22	289	87	167	895	379	142	387	162	189	53
1630550	JT Thor	CHA	49	13	27	6	8	18	9	6	42	17	7	24	8	12	19
1626149	Montrezl Harrell	CHA	718	101	340	21	35	232	108	57	426	275	4	15	164	230	50
1626162	Kelly Oubre Jr.	CHA	876	61	223	63	22	159	64	55	731	318	146	430	94	139	54
1630547	James Bouknight	CHA	140	23	48	7	1	27	21	13	136	48	17	49	27	31	28
1630539	Kai Jones	CHA	16	4	8	0	0	6	2	5	11	7	1	2	1	4	17
1630208	Nick Richards	CHA	140	13	80	9	19	50	30	21	81	55	0	0	30	41	41
203484	Kentavious Caldwell-Pope	WAS	637	93	189	59	20	162	27	65	559	229	108	284	71	79	55
1628398	Kyle Kuzma	WAS	897	170	483	36	46	421	62	134	744	336	102	305	123	175	55
1628418	Thomas Bryant	WAS	129	15	64	6	10	42	22	9	97	50	9	29	20	24	16
1630557	Corey Kispert	WAS	360	50	135	19	13	98	37	31	307	132	58	180	38	43	53
203526	Raul Neto	WAS	380	136	96	39	1	87	9	60	325	148	22	90	62	83	49
1630166	Deni Avdija	WAS	448	96	295	45	34	258	37	49	372	164	51	166	69	90	58
1629655	Daniel Gafford	WAS	432	49	293	19	75	182	111	45	272	183	0	0	66	88	49
202397	Ish Smith	WAS	210	119	66	24	12	52	14	39	219	93	12	30	12	19	41
1629060	Rui Hachimura	WAS	160	18	59	10	5	52	7	13	132	60	18	39	22	28	18
1630264	Anthony Gill	WAS	93	14	40	4	6	22	18	11	53	33	7	11	20	28	26
1630176	Vernon Carey Jr.	WAS	8	0	5	1	0	2	3	1	6	3	0	0	2	3	5
1630225	Isaiah Todd	WAS	16	3	10	2	2	8	2	1	17	5	4	11	2	6	10
1630216	Cassius Winston	WAS	10	4	0	0	0	0	0	1	6	3	2	5	2	2	4
1628971	Bruce Brown	BKN	323	66	215	50	27	153	62	32	276	134	13	41	42	57	50
1630556	Kessler Edwards	BKN	180	18	119	22	17	90	29	29	180	71	30	91	8	10	28
203083	Andre Drummond	BKN	326	104	470	60	47	323	147	84	264	140	0	2	46	93	52
203552	Seth Curry	BKN	731	196	163	36	11	145	18	93	571	277	112	273	65	74	48
201988	Patty Mills	BKN	775	150	127	44	16	112	15	57	644	274	186	444	41	48	58
1630560	Cam Thomas	BKN	470	62	125	26	7	115	10	40	411	183	41	150	63	78	48
200746	LaMarcus Aldridge	BKN	537	33	224	13	42	161	63	38	406	227	12	39	71	83	39
1628975	Jevon Carter	BKN	165	46	67	14	10	58	9	26	174	58	42	127	7	10	46
201933	Blake Griffin	BKN	322	96	209	26	13	153	56	25	286	120	31	129	51	70	48
1630561	David Duke Jr.	BKN	97	15	65	12	7	35	30	8	98	36	9	35	16	19	19
1630549	Day'Ron Sharpe	BKN	182	15	152	10	15	74	78	29	140	80	1	4	21	37	30
1629651	Nic Claxton	BKN	228	21	140	12	28	85	55	18	155	99	0	0	30	53	25
201949	James Johnson	BKN	254	85	153	22	15	112	41	33	228	111	14	55	18	38	43
1628384	OG Anunoby	TOR	734	110	231	65	24	165	66	74	635	277	100	285	80	107	42
1627783	Pascal Siakam	TOR	964	229	381	56	32	289	92	122	752	372	48	138	172	233	44
203920	Khem Birch	TOR	155	35	140	24	15	67	73	17	118	60	0	8	35	46	31
1629018	Gary Trent Jr.	TOR	891	92	128	90	15	113	15	47	752	323	153	385	92	113	48
1630567	Scottie Barnes	TOR	706	164	365	50	39	246	119	90	594	279	41	131	107	146	49
1630173	Precious Achiuwa	TOR	358	55	331	24	28	226	105	47	350	148	18	59	44	76	48
1628449	Chris Boucher	TOR	501	18	325	36	57	209	116	32	377	174	42	148	111	144	55
201152	Thaddeus Young	TOR	172	61	102	25	8	58	44	33	142	81	0	7	10	23	28
1630625	Dalano Banton	TOR	170	75	104	24	8	73	31	46	167	69	11	43	21	34	47
1630201	Malachi Flynn	TOR	98	36	38	14	3	31	7	10	107	38	16	55	6	9	34
1630551	Justin Champagnie	TOR	76	9	65	7	4	28	37	7	60	29	9	22	9	9	31
1629004	Svi Mykhailiuk	TOR	228	40	89	24	4	69	20	28	207	83	35	115	27	32	43
1629139	Yuta Watanabe	TOR	122	15	72	7	12	57	15	16	106	42	21	59	17	30	25
1630162	Anthony Edwards	MIN	1159	189	253	79	37	206	47	146	953	415	163	459	166	214	53
1629020	Jarred Vanderbilt	MIN	387	74	477	79	39	310	167	53	272	162	2	11	61	93	54
1626157	Karl-Anthony Towns	MIN	1269	207	505	54	58	359	146	169	867	453	110	269	253	309	52
201976	Patrick Beverley	MIN	368	195	176	46	38	131	45	50	310	127	56	168	58	82	40
1626156	D'Angelo Russell	MIN	847	315	157	41	21	140	17	114	714	291	135	385	130	162	45
1627736	Malik Beasley	MIN	704	86	176	30	9	153	23	37	670	251	170	482	32	42	59
1630183	Jaden McDaniels	MIN	498	66	239	46	39	173	66	60	443	197	59	199	45	57	56
1629162	Jordan McLaughlin	MIN	124	113	53	29	3	44	9	21	122	46	9	47	23	31	41
1629675	Naz Reid	MIN	454	49	216	24	58	138	78	56	352	165	42	120	82	111	56
1627752	Taurean Prince	MIN	270	40	110	26	12	92	18	34	211	96	50	128	28	37	47
1629669	Jaylen Nowell	MIN	325	87	82	23	6	67	15	22	266	124	36	97	41	55	42
1630195	Leandro Bolmaro	MIN	28	11	35	5	0	20	15	12	32	9	2	12	8	9	25
1630233	Nathan Knight	MIN	88	14	59	4	7	37	22	12	56	27	2	8	32	45	28
1627774	Jake Layman	MIN	46	7	24	6	4	20	4	7	49	18	4	26	6	8	23
1629006	Josh Okogie	MIN	85	18	60	17	10	35	25	17	75	26	10	36	23	37	33
203926	Doug McDermott	SAS	513	50	108	11	4	92	16	34	410	193	100	227	27	36	43
1629640	Keldon Johnson	SAS	863	101	328	42	7	270	58	71	687	321	105	247	116	155	55
1627751	Jakob Poeltl	SAS	642	138	449	36	87	259	190	78	472	290	1	1	61	131	49
1630170	Devin Vassell	SAS	588	86	215	49	32	187	28	38	523	227	89	258	45	56	51
1627749	Dejounte Murray	SAS	1036	486	432	106	17	365	67	125	932	428	67	210	113	149	52
1629022	Lonnie Walker IV	SAS	605	123	139	35	17	125	14	58	570	225	75	255	80	99	54
1630563	Joshua Primo	SAS	147	42	52	11	15	34	18	28	141	52	24	75	19	25	30
1628966	Keita Bates-Diop	SAS	239	27	175	22	14	129	46	31	193	97	14	42	31	44	45
1628380	Zach Collins	SAS	29	11	26	4	2	18	8	8	27	12	3	7	2	4	5
1626196	Josh Richardson	SAS	430	68	125	34	24	99	26	39	347	153	63	158	61	71	45
1629111	Jock Landale	SAS	167	32	79	7	12	40	39	23	129	63	20	57	21	25	36
1629641	Romeo Langford	SAS	207	19	104	21	16	74	30	16	184	79	29	83	20	34	44
203107	Tomas Satoransky	SAS	88	76	64	14	1	46	18	23	107	32	5	31	19	25	32
1630598	Aaron Wiggins	OKC	243	38	115	24	8	85	30	27	194	90	27	88	36	51	34
1629647	Darius Bazley	OKC	522	71	348	43	59	288	60	70	478	191	55	187	85	122	53
1629676	Isaiah Roby	OKC	153	15	81	13	10	50	31	18	119	61	13	32	18	27	22
1630544	Tre Mann	OKC	390	45	100	30	9	86	14	37	373	143	62	170	42	56	45
1630581	Josh Giddey	OKC	659	339	412	49	20	317	95	167	655	274	56	210	55	78	53
1630197	Aleksej Pokusevski	OKC	229	50	182	23	25	141	41	49	246	95	30	110	9	16	42
1630177	Theo Maledon	OKC	133	36	51	14	5	42	9	28	129	41	15	65	36	42	31
1630249	Vit Krejci	OKC	6	2	5	0	0	5	0	2	6	2	0	4	2	2	6
1630322	Lindy Waters III	OKC	5	0	1	0	0	1	0	0	3	2	1	2	0	0	3
202324	Derrick Favors	OKC	200	24	181	15	12	123	58	9	178	92	2	16	14	23	38
1629660	Ty Jerome	OKC	340	109	78	30	5	59	19	37	328	124	54	186	38	47	48
203084	Harrison Barnes	SAC	934	136	335	39	9	274	61	87	611	285	108	264	256	309	55
203090	Maurice Harkless	SAC	208	22	105	27	23	93	12	29	174	79	30	97	20	28	41
1627734	Domantas Sabonis	SAC	957	258	613	50	23	446	167	155	625	362	35	111	198	268	51
203200	Justin Holiday	SAC	584	99	143	39	22	121	22	55	501	205	138	365	36	43	53
1628368	De'Aaron Fox	SAC	1045	247	187	55	19	165	22	135	845	392	49	181	212	281	48
1628978	Donte DiVincenzo	SAC	150	41	73	18	3	53	20	30	146	47	25	92	31	35	20
1626158	Richaun Holmes	SAC	449	46	302	17	39	215	87	55	284	190	2	5	67	87	41
1629002	Chimezie Metu	SAC	377	47	246	35	24	218	28	42	328	143	40	143	51	66	42
1626168	Trey Lyles	SAC	536	58	247	22	26	187	60	56	386	177	44	146	138	176	53
1628367	Josh Jackson	SAC	276	49	123	21	18	106	17	39	253	103	30	115	40	56	40
1627745	Damian Jones	SAC	233	42	146	11	23	94	52	37	141	90	5	14	48	66	37
1629663	Louis King	SAC	45	9	12	2	1	12	0	0	47	15	8	27	7	10	10
203087	Jeremy Lamb	SAC	290	56	100	23	16	85	15	25	239	89	42	125	70	83	40
203458	Alex Len	SAC	206	41	153	12	25	105	48	41	155	82	6	19	36	56	33
1629674	Neemias Queta	SAC	21	4	19	1	4	8	11	4	23	9	0	0	3	5	10
1629750	Javonte Green	CHI	321	46	184	37	23	117	67	24	218	119	22	63	61	74	42
201942	DeMar DeRozan	CHI	1547	283	287	47	17	241	46	129	1094	566	34	99	381	440	55
202696	Nikola Vucevic	CHI	945	189	609	50	61	503	106	100	843	400	80	252	65	86	52
1629632	Coby White	CHI	546	110	121	20	10	108	13	49	430	195	93	232	63	75	39
1630245	Ayo Dosunmu	CHI	440	166	151	38	20	134	17	66	333	174	50	123	42	62	54
1628972	Troy Brown Jr.	CHI	221	55	170	28	4	135	35	22	210	84	34	103	19	25	48
1627884	Derrick Jones Jr.	CHI	208	19	117	16	23	72	45	18	138	76	16	40	40	49	34
1629744	Matt Thomas	CHI	149	20	48	8	3	45	3	8	126	50	33	86	16	20	35
1628396	Tony Bradley	CHI	138	22	167	10	31	108	59	28	107	62	0	0	14	21	45
1630792	Malcolm Hill	CHI	70	4	32	6	3	21	11	2	48	23	13	33	11	14	16
1628035	Alfonzo McKinnie	CHI	59	5	33	2	3	20	13	7	61	24	9	27	2	8	17
1630250	Marko Simonovic	CHI	17	0	10	1	1	5	5	2	15	4	1	5	8	11	9
1629656	Quentin Grimes	NYK	253	38	77	26	10	55	22	25	209	88	66	166	11	17	39
203944	Julius Randle	NYK	1130	297	582	43	34	478	104	202	965	406	93	304	225	294	57
1629011	Mitchell Robinson	NYK	446	23	463	35	88	258	205	40	248	189	0	0	68	131	53
203095	Evan Fournier	NYK	826	106	168	55	16	137	31	79	703	298	170	431	60	83	57
202689	Kemba Walker	NYK	431	131	111	26	7	97	14	48	370	149	73	199	60	71	37
202692	Alec Burks	NYK	634	154	255	63	17	220	35	56	499	189	99	257	157	191	58
201959	Taj Gibson	NYK	153	25	175	16	32	111	64	23	114	60	8	22	25	33	39
1630193	Immanuel Quickley	NYK	515	164	127	33	3	107	20	69	465	171	88	268	85	93	55
1629629	Cam Reddish	NYK	451	42	92	41	13	71	21	50	377	149	61	169	92	101	43
1630167	Obi Toppin	NYK	393	48	193	14	23	143	50	41	300	153	21	93	66	88	54
1627853	Ryan Arcidiacono	NYK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630579	Jericho Sims	NYK	19	1	27	3	7	16	11	2	11	8	0	0	3	4	18
1630180	Saddiq Bey	DET	925	163	337	53	13	254	83	73	817	317	149	431	142	171	58
203924	Jerami Grant	DET	627	83	141	32	35	118	23	66	498	207	58	171	155	184	33
1630191	Isaiah Stewart	DET	415	55	421	17	57	268	153	63	348	182	3	24	48	72	50
1630595	Cade Cunningham	DET	692	227	241	57	29	200	41	156	668	263	89	272	77	90	44
202709	Cory Joseph	DET	380	184	118	32	12	97	21	68	292	132	48	111	68	80	47
1628977	Hamidou Diallo	DET	564	64	251	61	17	188	63	50	470	232	20	83	80	123	51
1628963	Marvin Bagley III	DET	294	18	229	9	11	157	72	22	263	121	15	63	37	54	32
1630165	Killian Hayes	DET	285	187	133	47	23	110	23	79	296	107	31	113	40	49	46
203482	Kelly Olynyk	DET	203	58	102	19	11	69	33	36	181	73	22	74	35	51	21
203585	Rodney McGruder	DET	149	27	62	13	3	45	17	13	122	55	29	73	10	14	33
1628402	Frank Jackson	DET	468	41	69	22	9	55	14	33	402	165	76	238	62	78	43
1628369	Jayson Tatum	BOS	1439	233	469	55	40	402	67	162	1153	500	154	468	285	336	56
1629684	Grant Williams	BOS	410	61	177	27	40	135	42	41	286	140	86	193	44	49	55
201143	Al Horford	BOS	514	173	384	29	67	305	79	50	434	193	62	202	66	79	51
1627759	Jaylen Brown	BOS	1092	150	301	49	15	264	37	133	865	398	122	346	174	225	46
1628401	Derrick White	BOS	755	289	190	56	46	161	29	93	615	260	87	284	148	172	53
1630174	Aaron Nesmith	BOS	145	13	70	12	4	58	12	24	143	54	21	89	16	19	41
1628464	Daniel Theis	BOS	227	22	142	13	21	110	32	31	183	88	24	80	27	40	28
1630202	Payton Pritchard	BOS	230	85	77	9	4	62	15	32	222	84	48	133	14	14	49
1630573	Sam Hauser	BOS	21	4	7	1	1	6	1	0	19	7	7	19	0	0	11
1628436	Luke Kornet	BOS	4	2	6	1	1	3	3	0	9	1	0	2	2	3	4
1630271	Brodric Thomas	BOS	9	5	6	0	1	4	2	4	11	3	1	7	2	2	8
1629052	Oshae Brissett	IND	339	39	220	27	19	150	70	36	289	118	44	132	59	93	47
1630678	Terry Taylor	IND	124	19	89	2	3	45	44	5	92	55	4	9	10	13	13
1630188	Jalen Smith	IND	223	10	164	9	21	103	61	27	169	82	15	52	44	58	33
1627741	Buddy Hield	IND	872	125	245	50	17	199	46	97	761	296	196	535	84	97	59
1630169	Tyrese Haliburton	IND	810	423	216	95	34	176	40	129	644	296	118	283	100	120	55
1630613	Duane Washington Jr.	IND	246	53	51	14	1	49	2	28	241	91	42	123	22	29	28
202362	Lance Stephenson	IND	251	110	91	15	2	81	10	48	214	98	15	61	40	50	30
202684	Tristan Thompson	IND	214	20	179	11	14	100	79	33	175	89	1	1	35	68	34
1629048	Goga Bitadze	IND	172	27	101	13	24	53	48	29	145	65	8	47	34	56	35
1630537	Chris Duarte	IND	671	110	205	52	10	169	36	83	575	250	87	239	84	106	50
1626208	Keifer Sykes	IND	130	43	36	8	3	29	7	25	136	49	20	65	12	14	20
201569	Eric Gordon	HOU	671	140	95	23	18	81	14	92	492	237	106	254	91	120	47
1628969	Mikal Bridges	PHX	775	123	252	70	25	194	58	46	581	308	80	219	79	94	58
203109	Jae Crowder	PHX	425	73	255	61	22	232	23	39	372	147	84	249	47	58	48
1629028	Deandre Ayton	PHX	609	53	380	28	28	282	98	59	420	266	2	9	75	103	37
1626164	Devin Booker	PHX	1300	227	265	53	19	224	41	121	1060	473	134	363	220	255	51
101108	Chris Paul	PHX	866	619	259	108	18	243	16	138	667	325	60	182	156	185	58
1629661	Cameron Johnson	PHX	653	74	231	47	12	197	34	33	491	226	135	314	66	78	55
201580	JaVale McGee	PHX	517	33	361	18	52	241	120	73	338	222	2	6	71	104	52
203901	Elfrid Payton	PHX	127	82	76	19	4	56	20	38	142	56	4	14	11	28	38
1628470	Torrey Craig	PHX	352	62	209	26	21	147	62	41	298	138	49	146	27	36	54
1628988	Aaron Holiday	PHX	273	86	73	25	9	63	10	43	227	109	27	73	28	35	44
202687	Bismack Biyombo	PHX	145	14	108	9	14	62	46	13	96	59	0	0	27	51	17
1630688	Ish Wainright	PHX	54	10	37	9	5	18	19	10	58	21	9	31	3	7	29
203932	Aaron Gordon	DEN	769	139	307	36	29	217	90	94	577	298	62	186	111	151	53
201145	Jeff Green	DEN	561	67	170	17	21	140	30	51	396	202	42	130	115	139	54
203999	Nikola Jokic	DEN	1352	410	718	70	38	570	148	197	906	516	84	226	236	292	52
203115	Will Barton	DEN	773	200	253	43	26	221	32	96	664	295	114	308	69	88	51
1628420	Monte Morris	DEN	658	225	154	35	8	135	19	54	555	264	84	224	46	54	52
203085	Austin Rivers	DEN	266	50	74	32	4	59	15	38	235	97	53	153	19	27	44
1627854	Bryn Forbes	DEN	522	58	80	20	4	74	6	43	427	187	90	214	58	64	55
1630538	Bones Hyland	DEN	403	93	126	22	13	118	8	57	369	136	79	228	52	59	46
203210	JaMychal Green	DEN	283	37	168	31	19	122	46	40	226	102	26	98	53	61	45
202326	DeMarcus Cousins	DEN	203	27	148	21	10	108	40	34	169	70	18	66	45	58	25
1630267	Facundo Campazzo	DEN	323	201	104	58	21	84	20	63	275	104	57	178	58	72	54
1630210	Markus Howard	DEN	90	6	6	7	0	6	0	6	73	27	23	53	13	14	22
1628432	Davon Reed	DEN	117	29	73	17	3	63	10	8	95	45	23	53	4	5	29
203952	Andrew Wiggins	GSW	957	116	229	54	38	174	55	79	751	361	122	295	113	171	54
1627780	Gary Payton II	GSW	381	44	196	78	18	142	54	29	257	159	34	94	29	50	56
1626172	Kevon Looney	GSW	373	103	446	36	43	286	160	55	281	154	0	1	65	103	59
202691	Klay Thompson	GSW	273	49	60	10	7	54	6	22	237	99	46	123	29	31	16
201939	Stephen Curry	GSW	1393	342	286	74	21	255	31	175	1058	452	251	663	238	259	54
1629673	Jordan Poole	GSW	867	184	165	43	16	141	24	123	673	295	124	367	153	166	53
1630228	Jonathan Kuminga	GSW	374	33	132	18	11	104	28	43	268	137	28	87	72	110	47
202357	Nemanja Bjelica	GSW	326	100	209	31	17	164	45	59	265	120	41	121	45	66	53
203490	Otto Porter Jr.	GSW	402	73	251	52	23	201	50	23	321	152	70	179	28	37	48
1629185	Chris Chiozza	GSW	55	47	30	9	0	22	8	22	65	19	16	43	1	1	26
1627814	Damion Lee	GSW	367	44	147	31	5	128	19	30	299	135	57	154	40	47	47
1630541	Moses Moody	GSW	109	11	46	3	6	38	8	7	101	38	19	62	14	17	34
1629308	Juan Toscano-Anderson	GSW	254	105	148	39	15	122	26	60	202	99	22	73	34	57	56
202711	Bojan Bogdanovic	UTA	998	96	245	26	1	198	47	96	748	340	137	361	181	208	56
1626220	Royce O'Neale	UTA	411	133	267	71	26	225	42	51	300	147	82	202	35	44	54
203497	Rudy Gobert	UTA	689	51	651	33	99	496	155	80	346	246	0	2	197	286	44
1628378	Donovan Mitchell	UTA	1184	239	194	75	12	152	42	135	934	426	153	436	179	205	46
201144	Mike Conley	UTA	719	276	160	62	17	128	32	87	568	249	123	300	98	117	52
202355	Hassan Whiteside	UTA	399	18	359	14	70	244	115	40	254	160	0	0	79	121	46
1630235	Trent Forrest	UTA	149	70	77	24	3	60	17	38	109	58	4	18	29	36	46
1627863	Danuel House Jr.	UTA	143	31	65	10	9	56	9	23	120	47	22	63	27	33	26
203903	Jordan Clarkson	UTA	851	131	184	40	13	142	42	87	766	309	139	435	94	113	55
1629672	Eric Paschall	UTA	258	27	91	7	4	66	25	25	179	87	34	90	50	66	44
1629638	Nickeil Alexander-Walker	UTA	639	139	165	41	19	129	36	85	633	237	95	306	70	97	52
1628962	Udoka Azubuike	UTA	72	0	62	1	11	47	15	12	44	33	0	0	6	11	15
1630215	Jared Butler	UTA	96	34	23	9	7	20	3	22	88	36	17	47	7	12	28
