PLAYER_NAME	PLAYER_IMG	TEAM	10/19	10/20	10/21	10/22	10/23	10/24	10/25	10/26	10/27	10/28	10/29	10/30	10/31	11/01	11/02	11/03	11/04	11/05	11/06	11/07	11/08	11/09	11/10	11/11	11/12	11/13	11/14	11/15	11/16	11/17	11/18	11/19	11/20	11/21	11/22	11/23	11/24	11/26	11/27	11/28	11/29	11/30	12/01	12/02	12/03	12/04	12/05	12/06	12/07	12/08	12/09	12/10	12/11	12/12	12/13	12/14	12/15	12/16	12/17	12/18	12/19	12/20	12/21	12/22	12/23	12/25	12/26	12/27	12/28	12/29	12/30	12/31	01/01	01/02	01/03	01/04	01/05	01/06	01/07	01/08	01/09	01/10	01/11	01/12	01/13	01/14	01/15	01/16	01/17	01/18	01/19	01/20	01/21	01/22	01/23	01/24	01/25	01/26	01/27	01/28	01/29	01/30	01/31	02/01	02/02	02/03	02/04	02/05	02/06	02/07	02/08	02/09	02/10	02/11	02/12	02/13	02/14	02/15	02/16	02/17	02/24	02/25	02/26	02/27	02/28	03/01	03/02	03/03	03/04	03/05	03/06	03/07	03/08	03/09	03/10	03/11	03/12	03/13	03/14	03/15	03/16	03/17	03/18	03/19	03/20	03/21	03/22	03/23	03/24	03/25	03/26	03/27	03/28	03/29	03/30	03/31	04/01	04/02	04/03	04/05	04/06	04/07	04/08	04/09	04/10
Malcolm Brogdon	https://cdn.nba.com/headshots/nba/latest/1040x760/1627763.png	IND	0	8	8	20	25	25	35	35	42	42	42	42	42	42	42	48	48	48	48	48	48	48	59	69	69	73	73	82	82	90	90	96	102	102	106	106	115	119	119	124	133	133	143	143	147	147	147	153	153	158	158	163	163	163	170	170	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	177	177	177	177	177	177	177	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	190	190	197	197	197	205	205	214	214	222	222	228	228	228	228	228	228	228	232	232	232	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243
De'Aaron Fox	https://cdn.nba.com/headshots/nba/latest/1040x760/1628368.png	SAC	0	9	9	14	14	22	22	22	29	29	38	38	43	43	47	55	55	62	62	69	77	77	91	91	96	96	96	104	104	114	114	122	127	127	134	134	142	157	157	161	161	165	172	172	172	180	180	180	180	192	192	203	209	209	220	220	230	230	230	230	230	230	230	230	230	230	235	235	239	246	246	249	249	254	254	266	278	278	289	289	295	300	300	311	311	322	322	328	328	328	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	338	349	359	359	359	369	369	378	378	392	392	401	401	411	411	421	421	430	440	440	458	458	468	468	480	480	480	495	495	508	508	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516	516
Jayson Tatum	https://cdn.nba.com/headshots/nba/latest/1040x760/1628369.png	BOS	0	7	7	15	15	27	41	41	50	50	50	60	60	68	68	72	75	75	87	87	87	87	95	95	105	113	113	120	120	132	132	145	156	156	166	166	170	179	179	181	181	181	190	190	202	211	211	211	224	233	233	243	243	243	259	259	259	259	268	277	277	282	282	288	288	295	295	295	295	295	295	295	295	295	295	295	301	313	313	319	319	326	326	337	337	344	352	352	361	361	366	366	374	374	392	392	406	406	406	411	428	428	435	435	441	441	450	450	456	456	463	463	463	471	471	484	484	493	500	500	510	510	518	525	525	537	537	551	551	551	567	567	567	583	583	596	596	603	603	603	609	609	621	621	632	643	643	652	652	652	652	664	664	664	673	673	683	683	692	692	697	697	697	697	708
Donovan Mitchell	https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png	UTA	0	6	6	15	15	15	15	24	24	29	29	38	48	48	62	62	62	62	76	84	84	95	95	106	106	114	114	114	119	119	125	125	136	136	141	141	147	153	162	162	174	174	174	174	186	186	198	198	198	212	220	220	230	230	230	230	240	240	250	262	262	269	269	269	279	290	290	290	290	290	290	302	306	306	317	317	325	325	325	338	338	349	349	355	355	355	355	366	372	372	372	372	372	372	372	372	372	372	372	372	372	372	372	372	372	372	380	380	380	393	393	398	398	404	404	404	413	413	426	426	426	437	437	445	445	445	458	458	463	463	472	477	477	483	483	493	504	504	514	514	526	526	526	526	537	546	546	559	559	569	569	573	573	585	585	596	596	604	604	610	610	610	617	617	617
Miles Bridges	https://cdn.nba.com/headshots/nba/latest/1040x760/1628970.png	CHA	0	4	4	17	17	26	37	37	48	48	57	57	63	67	67	79	79	83	83	90	96	96	99	99	107	107	116	116	116	124	124	128	143	143	146	146	151	156	164	164	168	168	177	177	177	177	188	194	194	202	202	211	211	211	213	213	221	221	227	227	237	245	245	245	251	251	251	251	251	251	251	251	251	255	265	265	271	271	271	280	280	287	287	296	296	303	303	303	317	317	326	326	335	335	343	343	349	357	357	366	366	372	372	372	374	374	379	385	385	393	393	400	400	410	412	412	412	421	421	431	431	436	436	445	450	450	458	458	458	461	461	461	472	477	477	486	486	486	497	497	503	503	503	510	510	516	516	523	523	532	532	541	553	553	564	564	564	570	570	581	581	585	593	593	596
Collin Sexton	https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png	CLE	0	7	7	20	25	25	29	29	41	41	43	47	47	52	52	60	60	64	64	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
Trae Young	https://cdn.nba.com/headshots/nba/latest/1040x760/1629027.png	ATL	0	0	6	6	14	14	27	27	40	46	46	51	51	58	58	64	72	72	82	82	93	103	103	103	112	112	128	137	137	141	141	141	146	146	155	155	169	181	191	191	191	191	204	204	212	212	221	228	228	228	228	238	238	238	252	252	263	263	275	275	275	275	275	275	275	275	275	283	283	293	293	304	304	304	321	321	321	321	329	329	337	337	337	341	341	348	359	359	366	366	376	376	382	382	391	391	391	398	398	406	406	418	418	418	418	434	443	443	449	449	462	462	462	468	468	477	477	490	495	495	498	498	515	515	515	527	527	538	544	544	544	549	549	557	557	565	565	578	593	593	596	596	596	596	601	601	614	623	623	635	635	635	639	639	652	661	661	671	671	681	689	689	701	701	711
Luka Doncic	https://cdn.nba.com/headshots/nba/latest/1040x760/1629029.png	DAL	0	0	6	6	17	17	17	27	27	38	43	43	53	53	63	73	73	73	85	85	95	95	101	101	112	112	112	121	121	121	121	121	121	121	121	130	130	130	143	143	152	152	163	163	170	170	170	170	179	189	189	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	206	213	213	220	220	220	220	228	228	228	236	236	248	255	255	259	259	272	281	281	281	294	294	301	305	305	305	317	330	330	330	346	346	359	359	365	365	374	374	391	391	406	406	406	411	411	428	428	436	436	446	446	455	455	470	470	470	470	482	482	494	494	503	503	511	511	511	525	525	530	543	543	548	548	548	548	556	556	567	567	579	593	593	604	604	613	613	621	621	633	633	641
Ja Morant	https://cdn.nba.com/headshots/nba/latest/1040x760/1629630.png	MEM	0	17	17	17	27	40	40	40	45	56	56	63	63	75	75	83	83	87	87	87	97	97	110	110	120	128	128	137	137	137	150	150	153	153	162	162	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	176	176	176	182	182	190	204	204	217	217	229	229	229	243	252	252	262	262	262	266	266	277	277	282	290	290	290	299	299	311	311	326	326	340	340	340	355	355	365	380	380	395	395	404	404	404	418	418	418	430	430	437	437	449	449	449	449	460	460	467	467	482	482	504	504	504	517	517	526	533	533	541	541	541	555	555	562	562	562	562	562	573	573	573	573	573	573	573	573	573	573	573	573	573	573	573	573	573	573	573	573	573	580	580
Keldon Johnson	https://cdn.nba.com/headshots/nba/latest/1040x760/1629640.png	SAS	0	6	6	18	27	27	27	29	29	33	33	38	38	42	42	49	49	57	57	66	66	66	69	69	74	74	83	83	87	87	89	89	89	89	93	93	99	106	106	106	112	112	112	116	116	122	122	126	128	128	128	128	133	138	138	138	147	147	157	157	162	167	167	167	171	171	181	186	186	186	186	188	192	192	192	195	200	200	200	200	200	200	200	207	207	214	218	218	224	224	229	229	234	234	239	239	246	253	253	261	261	267	267	275	275	278	289	289	289	289	289	296	296	304	310	310	314	314	321	321	321	331	331	331	335	335	335	336	336	350	350	355	355	365	365	370	370	370	383	383	391	391	395	395	400	400	400	408	408	408	417	417	424	424	433	433	439	439	448	456	456	463	463	463	471
Nic Claxton	https://cdn.nba.com/headshots/nba/latest/1040x760/1629651.png	BKN	6	6	6	7	7	8	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	14	17	17	19	19	19	19	27	27	35	35	35	35	35	35	35	35	39	39	47	47	47	52	52	58	58	61	61	66	66	72	72	79	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	83	83	83	83	87	87	87	90	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	103	103	103	103	104	107	107	108	108	108	109	109	111	111	115	115	115	119	119	124	130	130	133	133	133	140	140	142	142	142	147	151	151	155	155	160	160	162	162	166	170	170	172	172	178
Jordan Nwora	https://cdn.nba.com/headshots/nba/latest/1040x760/1629670.png	MIL	6	6	9	9	12	12	15	15	18	18	18	20	21	21	28	28	28	33	33	34	34	38	40	40	44	44	46	46	46	46	46	46	46	46	51	51	51	54	54	54	54	54	54	54	54	55	55	55	55	55	55	55	55	55	55	55	62	62	67	78	78	78	78	85	87	87	87	87	87	87	87	87	96	96	96	96	103	103	108	109	109	116	116	116	119	119	119	119	119	119	119	119	119	123	123	123	123	124	124	124	124	126	126	126	126	126	126	129	130	130	130	130	131	131	131	131	138	142	142	148	148	148	148	148	149	149	151	151	151	151	156	156	161	163	163	163	163	163	163	163	163	163	163	166	166	166	167	167	167	167	169	169	169	169	169	169	179	179	179	179	179	179	179	179	186
Jordan Poole	https://cdn.nba.com/headshots/nba/latest/1040x760/1629673.png	GSW	8	8	12	12	12	20	20	25	25	29	29	35	35	35	35	46	46	56	56	63	69	69	74	74	79	79	83	83	89	89	92	105	105	115	115	115	120	125	125	131	131	140	140	140	145	151	151	155	155	160	160	160	167	167	170	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	176	176	188	188	191	194	194	194	200	200	203	203	205	213	213	218	218	220	220	221	228	228	235	235	241	241	246	246	252	252	254	263	263	267	267	267	267	272	272	277	282	282	284	284	289	289	295	295	300	300	300	300	300	305	305	313	313	322	322	333	341	341	349	349	358	358	365	365	375	375	375	375	386	386	395	405	405	413	413	421	428	428	439	439	439	448	457	457	457	464	464	467	474
LaMelo Ball	https://cdn.nba.com/headshots/nba/latest/1040x760/1630163.png	CHA	0	11	11	19	19	27	34	34	37	37	39	39	49	61	61	66	66	75	75	83	91	91	96	96	100	100	108	108	108	112	112	124	129	129	139	139	146	150	157	157	162	162	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	185	185	187	195	195	195	200	200	200	206	206	214	214	214	214	219	227	227	231	231	231	239	239	247	247	252	252	260	260	260	260	260	265	265	269	269	275	275	283	294	294	301	301	309	309	309	321	321	326	331	331	336	336	348	348	358	366	366	366	374	374	379	379	384	384	390	399	399	399	399	399	406	406	406	415	421	421	427	427	427	433	433	440	440	440	446	446	452	452	465	465	474	474	484	492	492	500	500	500	505	505	512	512	522	530	530	538
Scottie Barnes	https://cdn.nba.com/headshots/nba/latest/1040x760/1630567.png	TOR	0	5	5	16	22	22	28	28	36	36	45	54	54	54	54	54	54	61	61	65	65	65	72	78	78	82	82	88	88	88	93	94	94	97	97	97	105	110	110	117	117	125	125	130	130	130	135	135	135	143	143	149	149	149	155	162	162	162	162	170	170	170	170	170	170	170	170	170	170	170	170	170	170	174	174	178	180	180	185	185	188	188	188	188	188	192	192	192	198	198	202	202	214	214	217	217	217	223	223	223	230	230	233	238	238	247	253	253	253	257	257	262	266	266	273	273	275	275	279	279	279	292	295	295	307	315	315	322	326	326	334	334	334	342	342	349	360	360	369	369	376	376	390	390	396	399	399	399	403	403	411	411	416	416	423	423	429	429	436	443	443	449	456	456	459
