GROUP_SET	GROUP_ID	GROUP_NAME	TEAM_ID	TEAM_ABBREVIATION	GP	W	L	W_PCT	MIN	FGM	FGA	FG_PCT	FG3M	FG3A	FG3_PCT	FTM	FTA	FT_PCT	OREB	DREB	REB	AST	TOV	STL	BLK	BLKA	PF	PFD	PTS	PLUS_MINUS	GP_RANK	W_RANK	L_RANK	W_PCT_RANK	MIN_RANK	FGM_RANK	FGA_RANK	FG_PCT_RANK	FG3M_RANK	FG3A_RANK	FG3_PCT_RANK	FTM_RANK	FTA_RANK	FT_PCT_RANK	OREB_RANK	DREB_RANK	REB_RANK	AST_RANK	TOV_RANK	STL_RANK	BLK_RANK	BLKA_RANK	PF_RANK	PFD_RANK	PTS_RANK	PLUS_MINUS_RANK
Lineups	-203078-203484-1628398-1628988-1629655-	B. Beal - K. Caldwell-Pope - K. Kuzma - A. Holiday - D. Gafford	1610612764	WAS	6	1	5	0.167	35.15	34	65	0.523	5	14	0.357	7	8	0.875	7	22	29	18	9.0	2	2	5	19	9	80	-3.0	291	1491	8582	5042	191	157	186	2344	465	459	2741	458	542	2070	217	229	229	193	8448	794	463	8564	8598	364	198	6352
Lineups	-203084-203458-1627741-1628368-1630558-	H. Barnes - A. Len - B. Hield - D. Fox - D. Mitchell	1610612758	SAC	8	4	4	0.5	35.12166666666667	25	66	0.379	7	23	0.304	8	14	0.571	8	25	33	17	12.0	7	3	6	15	13	65	-25.0	153	219	8441	3661	192	256	180	4832	291	220	3443	376	229	3290	180	191	188	207	8543	142	277	8618	8542	220	268	8696
Lineups	-202330-1626179-1628970-1628998-1630163-	G. Hayward - T. Rozier - M. Bridges - C. Martin - L. Ball	1610612766	CHA	7	2	5	0.286	35.01166666666666	36	76	0.474	11	33	0.333	12	16	0.75	8	19	27	19	5.0	8	3	4	13	19	95	-1.0	209	649	8582	4903	193	144	150	3671	146	131	2787	208	184	2556	180	279	251	182	8029	116	277	8473	8503	120	148	4786
Lineups	-203468-203496-203994-1626181-1629014-	C. McCollum - R. Covington - J. Nurkic - N. Powell - A. Simons	1610612757	POR	5	2	3	0.4	34.88333333333333	22	66	0.333	10	34	0.294	8	8	1.0	7	31	38	9	6.0	1	2	5	10	7	62	-14.0	404	649	8147	4569	194	298	180	5099	175	119	3485	376	542	1	217	137	151	501	8200	1517	463	8564	8365	535	287	8568
Lineups	-1628374-1628386-1629636-1629731-1630171-	L. Markkanen - J. Allen - D. Garland - D. Wade - I. Okoro	1610612739	CLE	3	1	2	0.333	34.733333333333334	33	64	0.516	7	20	0.35	9	13	0.692	10	24	34	21	11.0	5	3	4	12	17	82	6.0	957	1491	7249	4646	195	162	192	2378	291	276	2768	316	261	2953	120	204	177	145	8516	244	277	8473	8456	147	193	815
Lineups	-202355-202711-203903-1626220-1630235-	H. Whiteside - B. Bogdanovic - J. Clarkson - R. O'Neale - T. Forrest	1610612762	UTA	4	3	1	0.75	34.53333333333333	28	57	0.491	4	13	0.308	16	25	0.64	9	29	38	11	15.0	5	3	5	19	19	76	-6.0	595	367	3049	3158	196	209	228	3582	618	504	3427	120	89	3194	153	153	151	385	8602	244	277	8564	8598	120	207	7742
Lineups	-202689-202692-203095-203944-1629011-	K. Walker - A. Burks - E. Fournier - J. Randle - M. Robinson	1610612752	NYK	7	3	4	0.429	34.531666666666666	32	69	0.464	8	25	0.32	11	11	1.0	10	24	34	16	6.0	6	4	6	11	7	83	15.0	209	367	8441	4546	197	171	168	3744	254	200	3407	236	341	1	120	204	177	229	8200	188	174	8618	8414	535	184	146
Lineups	-1627832-1628384-1629004-1629018-1630173-	F. VanVleet - O. Anunoby - S. Mykhailiuk - G. Trent Jr. - P. Achiuwa	1610612761	TOR	8	4	4	0.5	34.45666666666666	25	57	0.439	6	20	0.3	12	14	0.857	4	19	23	14	12.0	6	3	7	12	10	68	-14.0	153	219	8441	3661	198	256	228	4051	367	276	3450	208	229	2123	497	279	311	280	8543	188	277	8640	8456	313	250	8568
Lineups	-2544-201566-202340-203076-203145-	L. James - R. Westbrook - A. Bradley - A. Davis - K. Bazemore	1610612747	LAL	4	2	2	0.5	34.43666666666667	29	74	0.392	7	22	0.318	10	15	0.667	12	18	30	15	6.0	12	2	2	17	18	75	0.0	595	649	7249	3661	199	198	156	4751	291	235	3408	266	202	2973	98	307	217	252	8200	64	463	7738	8572	132	213	3484
Lineups	-201950-203507-1626171-1626192-1628960-	J. Holiday - G. Antetokounmpo - B. Portis - P. Connaughton - G. Allen	1610612749	MIL	11	7	4	0.636	34.35	31	65	0.477	9	28	0.321	9	14	0.643	3	31	34	17	10.0	8	6	4	8	14	80	-9.0	70	70	8441	3546	200	182	186	3654	216	164	3406	316	229	3192	735	137	177	207	8488	116	93	8473	8190	191	198	8278
Lineups	-201143-203471-203935-1627759-1628369-	A. Horford - D. Schroder - M. Smart - J. Brown - J. Tatum	1610612738	BOS	6	2	4	0.333	34.31	21	67	0.313	4	24	0.167	14	18	0.778	11	24	35	13	7.0	2	3	5	12	14	60	-16.0	291	649	8441	4646	201	316	175	5800	618	208	4124	155	148	2493	101	204	168	308	8306	794	277	8564	8456	191	299	8612
Lineups	-201144-202711-203497-204060-1628378-	M. Conley - B. Bogdanovic - R. Gobert - J. Ingles - D. Mitchell	1610612762	UTA	9	4	5	0.444	34.306666666666665	30	59	0.508	13	30	0.433	8	9	0.889	2	25	27	19	10.0	5	1	3	19	11	81	25.0	122	219	8582	4542	202	190	219	2404	121	154	2282	376	458	2043	1140	191	251	182	8488	244	965	8273	8598	281	195	44
Lineups	-203078-203484-1626149-1628398-1628988-	B. Beal - K. Caldwell-Pope - M. Harrell - K. Kuzma - A. Holiday	1610612764	WAS	5	2	3	0.4	34.29833333333333	32	54	0.593	8	19	0.421	10	12	0.833	2	26	28	19	14.0	3	2	2	12	11	82	-2.0	404	649	8147	4569	203	171	249	1859	254	295	2359	266	298	2199	1140	180	238	182	8586	495	463	7738	8456	281	193	5478
Lineups	-2738-201939-202357-203490-1627780-	A. Iguodala - S. Curry - N. Bjelica - O. Porter Jr. - G. Payton II	1610612744	GSW	9	7	2	0.778	34.26	30	62	0.484	14	33	0.424	10	18	0.556	6	28	34	20	12.0	10	8	3	13	14	84	21.0	122	70	7249	3150	204	190	201	3607	100	131	2350	266	148	3312	278	164	177	162	8543	81	62	8273	8503	191	182	66
Lineups	-202692-203095-203944-1629011-1630193-	A. Burks - E. Fournier - J. Randle - M. Robinson - I. Quickley	1610612752	NYK	5	1	4	0.2	34.25833333333333	27	66	0.409	6	23	0.261	7	11	0.636	8	30	38	7	6.0	4	5	4	14	11	67	3.0	404	1491	8441	5015	205	224	180	4399	367	220	3623	458	341	3195	180	143	151	696	8200	343	130	8473	8522	281	259	1668
Lineups	-203200-204456-1626167-1627734-1630537-	J. Holiday - T. McConnell - M. Turner - D. Sabonis - C. Duarte	1610612754	IND	6	2	4	0.333	34.13333333333333	27	67	0.403	12	34	0.353	3	7	0.429	7	26	33	19	11.0	6	7	3	11	12	69	9.0	291	649	8441	4646	206	224	175	4421	133	119	2757	1349	657	4111	217	180	188	182	8516	188	74	8273	8414	244	242	411
Lineups	-101150-201568-1626153-1628381-1629629-	L. Williams - D. Gallinari - D. Wright - J. Collins - C. Reddish	1610612737	ATL	9	5	4	0.556	33.78333333333333	27	59	0.458	8	22	0.364	13	20	0.65	6	15	21	13	4.0	5	1	4	6	18	75	-9.0	122	141	8441	3647	207	224	219	3824	254	235	2712	177	125	3190	278	409	354	308	7746	244	965	8473	7903	132	213	8278
Lineups	-201942-202696-1627936-1628366-1629750-	D. DeRozan - N. Vucevic - A. Caruso - L. Ball - J. Green	1610612741	CHI	4	4	0	1.0	33.36666666666667	31	66	0.47	8	26	0.308	16	16	1.0	9	24	33	18	9.0	7	2	3	9	13	86	13.0	595	219	1	1	208	182	180	3705	254	179	3427	120	184	1	153	204	188	193	8448	142	463	8273	8291	220	175	198
Lineups	-203935-1627759-1628369-1629057-1629641-	M. Smart - J. Brown - J. Tatum - R. Williams III - R. Langford	1610612738	BOS	4	1	3	0.25	33.266666666666666	28	63	0.444	10	29	0.345	3	5	0.6	8	22	30	20	12.0	7	5	5	23	9	69	-17.0	595	1491	8147	4923	209	209	199	3938	175	159	2779	1349	1054	3234	180	229	217	162	8543	142	130	8564	8629	364	242	8637
Lineups	-202330-203486-1628970-1628998-1630163-	G. Hayward - M. Plumlee - M. Bridges - C. Martin - L. Ball	1610612766	CHA	14	9	5	0.643	33.196666666666665	36	67	0.537	8	19	0.421	9	9	1.0	8	26	34	20	12.0	7	4	1	17	8	89	2.0	35	22	8582	3544	210	144	175	2263	254	295	2359	316	458	1	180	180	177	162	8543	142	174	6036	8572	448	163	2162
Lineups	-201580-203901-1626166-1629013-1629661-	J. McGee - E. Payton - C. Payne - L. Shamet - C. Johnson	1610612756	PHX	8	7	1	0.875	32.97833333333333	27	62	0.435	11	26	0.423	8	11	0.727	7	34	41	16	12.0	5	5	6	19	9	73	13.0	153	70	3049	3057	211	224	201	4079	146	179	2352	376	341	2852	217	115	131	229	8543	244	130	8618	8598	364	220	198
Lineups	-1627783-1627832-1629004-1630173-1630567-	P. Siakam - F. VanVleet - S. Mykhailiuk - P. Achiuwa - S. Barnes	1610612761	TOR	4	1	3	0.25	32.925	24	62	0.387	7	24	0.292	8	9	0.889	10	18	28	14	11.0	1	3	3	15	12	63	-8.0	595	1491	8147	4923	212	271	201	4778	291	208	3491	376	458	2043	120	307	238	280	8516	1517	277	8273	8542	244	277	8145
Lineups	-202692-203095-203457-203944-1629628-	A. Burks - E. Fournier - N. Noel - J. Randle - R. Barrett	1610612752	NYK	6	2	4	0.333	32.66	23	56	0.411	9	19	0.474	16	19	0.842	6	24	30	17	6.0	5	3	5	10	15	71	-11.0	291	649	8441	4646	213	281	237	4394	216	295	2179	120	139	2193	278	204	217	207	8200	244	277	8564	8365	178	234	8455
Lineups	-202331-202694-202704-1627826-1628379-	P. George - M. Morris Sr. - R. Jackson - I. Zubac - L. Kennard	1610612746	LAC	5	2	3	0.4	32.443333333333335	27	60	0.45	7	19	0.368	12	20	0.6	6	18	24	10	7.0	3	3	4	11	18	73	3.0	404	649	8147	4569	214	224	212	3910	291	295	2697	208	125	3234	278	307	295	435	8306	495	277	8473	8414	132	220	1668
Lineups	-1628386-1629636-1629731-1630171-1630596-	J. Allen - D. Garland - D. Wade - I. Okoro - E. Mobley	1610612739	CLE	3	2	1	0.667	32.43333333333333	21	48	0.438	7	19	0.368	7	9	0.778	2	30	32	11	14.0	7	2	2	12	12	56	5.0	957	649	3049	3279	215	316	291	4054	291	295	2697	458	458	2493	1140	143	199	385	8586	142	463	7738	8456	244	331	1011
Lineups	-203110-203490-203952-1627780-1629673-	D. Green - O. Porter Jr. - A. Wiggins - G. Payton II - J. Poole	1610612744	GSW	7	6	1	0.857	32.416666666666664	29	57	0.509	13	24	0.542	15	20	0.75	5	32	37	20	11.0	9	3	2	12	16	86	32.0	209	104	3049	3064	216	198	228	2403	121	208	1197	136	125	2556	372	131	156	162	8516	93	277	7738	8456	164	175	29
Lineups	-201580-1626166-1627846-1629013-1629661-	J. McGee - C. Payne - A. Nader - L. Shamet - C. Johnson	1610612756	PHX	9	8	1	0.889	32.223333333333336	33	61	0.541	11	24	0.458	6	11	0.545	7	26	33	21	10.0	2	4	1	17	13	83	8.0	122	45	3049	3054	217	162	209	2223	146	208	2204	572	341	3320	217	180	188	145	8488	794	174	6036	8572	220	184	534
Lineups	-201152-1627749-1629022-1629640-1630170-	T. Young - D. Murray - L. Walker IV - K. Johnson - D. Vassell	1610612759	SAS	7	3	4	0.429	32.2	32	67	0.478	10	23	0.435	13	21	0.619	9	27	36	20	5.0	9	5	7	12	15	87	39.0	209	367	8441	4546	218	171	175	3649	175	220	2277	177	117	3226	153	171	160	162	8029	93	130	8640	8456	178	168	12
Lineups	-203920-1627832-1628384-1629018-1630567-	K. Birch - F. VanVleet - O. Anunoby - G. Trent Jr. - S. Barnes	1610612761	TOR	8	4	4	0.5	32.18333333333333	28	62	0.452	6	16	0.375	14	18	0.778	13	19	32	12	9.0	4	3	3	9	14	76	-12.0	153	219	8441	3661	219	209	201	3901	367	394	2625	155	148	2493	88	279	199	337	8448	343	277	8273	8291	191	207	8511
Lineups	-202684-203084-203090-1627741-1630169-	T. Thompson - H. Barnes - M. Harkless - B. Hield - T. Haliburton	1610612758	SAC	4	1	3	0.25	32.1	31	62	0.5	11	24	0.458	3	7	0.429	2	20	22	18	12.0	11	2	4	14	9	76	11.0	595	1491	8147	4923	220	182	201	2413	146	208	2204	1349	657	4111	1140	255	334	193	8543	68	463	8473	8522	364	207	283
Lineups	-201587-202331-202704-1627826-1629611-	N. Batum - P. George - R. Jackson - I. Zubac - T. Mann	1610612746	LAC	8	6	2	0.75	32.053333333333335	30	58	0.517	11	26	0.423	9	11	0.818	6	29	35	17	9.0	0	1	5	13	13	80	18.0	153	104	7249	3158	221	190	222	2370	146	179	2352	316	341	2330	278	153	168	207	8448	3483	965	8564	8503	220	198	93
Lineups	-203552-203954-1627777-1629680-1630178-	S. Curry - J. Embiid - G. Niang - M. Thybulle - T. Maxey	1610612755	PHI	8	7	1	0.875	31.908333333333335	21	50	0.42	5	16	0.313	16	19	0.842	4	20	24	13	6.0	8	2	1	12	14	63	6.0	153	70	3049	3057	222	316	274	4309	465	394	3420	120	139	2193	497	255	295	308	8200	116	463	6036	8456	191	277	815
Lineups	-201587-202339-1628379-1628392-1629611-	N. Batum - E. Bledsoe - L. Kennard - I. Hartenstein - T. Mann	1610612746	LAC	9	6	3	0.667	31.801666666666666	25	58	0.431	7	23	0.304	14	18	0.778	6	17	23	20	10.0	7	1	5	10	17	71	-4.0	122	104	8147	3279	223	256	222	4097	291	220	3443	155	148	2493	278	330	311	162	8488	142	965	8564	8365	147	234	6928
Lineups	-201588-201950-203507-1626192-1628960-	G. Hill - J. Holiday - G. Antetokounmpo - P. Connaughton - G. Allen	1610612749	MIL	10	9	1	0.9	31.79	31	57	0.544	14	30	0.467	23	30	0.767	6	35	41	20	3.0	5	4	2	7	21	99	53.0	90	22	3049	3050	224	182	228	2217	100	154	2189	66	62	2546	278	110	131	162	7209	244	174	7738	8070	101	139	6
Lineups	-203500-203937-1629001-1629630-1630533-	S. Adams - K. Anderson - D. Melton - J. Morant - Z. Williams	1610612763	MEM	8	3	5	0.375	31.766666666666666	25	60	0.417	7	18	0.389	9	15	0.6	6	22	28	13	10.0	6	4	2	13	14	66	-11.0	153	367	8582	4632	225	256	212	4317	291	335	2585	316	202	3234	278	229	238	308	8488	188	174	7738	8503	191	265	8455
Lineups	-200768-200782-202710-203473-1629130-	K. Lowry - P. Tucker - J. Butler - D. Dedmon - D. Robinson	1610612748	MIA	10	7	3	0.7	31.763333333333332	17	49	0.347	7	19	0.368	20	25	0.8	6	25	31	12	13.0	6	1	3	18	20	61	-21.0	90	70	8147	3270	226	424	282	5087	291	295	2697	88	89	2356	278	191	209	337	8573	188	965	8273	8584	107	293	8676
Lineups	-201145-203085-203210-1628408-1630267-	J. Green - A. Rivers - J. Green - P. Dozier - F. Campazzo	1610612743	DEN	5	3	2	0.6	31.673333333333332	18	48	0.375	6	25	0.24	5	7	0.714	2	15	17	13	13.0	7	1	4	11	13	47	-32.0	404	367	7249	3570	227	391	291	4834	367	200	3921	730	657	2881	1140	409	494	308	8573	142	965	8473	8414	220	419	8709
Lineups	-201145-203932-203999-1628420-1628432-	J. Green - A. Gordon - N. Jokic - M. Morris - D. Reed	1610612743	DEN	2	2	0	1.0	31.45	30	52	0.577	8	18	0.444	20	22	0.909	3	35	38	22	10.0	10	1	3	12	14	88	36.0	1599	649	1	1	228	190	259	1920	254	335	2234	88	107	2015	735	110	151	132	8488	81	965	8273	8456	191	166	21
Lineups	-202330-202397-1626162-1628998-1629023-	G. Hayward - I. Smith - K. Oubre Jr. - C. Martin - P. Washington	1610612766	CHA	7	4	3	0.571	31.411666666666665	28	55	0.509	8	17	0.471	19	24	0.792	8	17	25	20	12.0	9	3	2	12	18	83	3.0	209	219	8147	3625	229	209	244	2402	254	367	2185	95	95	2471	180	330	277	162	8543	93	277	7738	8456	132	184	1668
Lineups	-2544-2546-201566-203076-1628370-	L. James - C. Anthony - R. Westbrook - A. Davis - M. Monk	1610612747	LAL	7	3	4	0.429	31.141666666666666	26	57	0.456	3	23	0.13	20	24	0.833	6	16	22	9	4.0	3	2	2	11	18	75	0.0	209	367	8441	4546	230	243	228	3830	867	220	4244	88	95	2199	278	368	334	501	7746	495	463	7738	8414	132	213	3484
Lineups	-201143-203471-1626196-1629641-1629684-	A. Horford - D. Schroder - J. Richardson - R. Langford - G. Williams	1610612738	BOS	9	5	4	0.556	31.1	23	55	0.418	6	26	0.231	10	12	0.833	5	20	25	14	11.0	5	4	3	8	14	62	-10.0	122	141	8441	3647	231	281	244	4315	367	179	3926	266	298	2199	372	255	277	280	8516	244	174	8273	8190	191	287	8388
Lineups	-1626174-1629645-1630224-1630256-1630578-	C. Wood - K. Porter Jr. - J. Green - J. Tate - A. Sengun	1610612745	HOU	4	0	4	0.0	31.1	26	55	0.473	9	22	0.409	10	14	0.714	6	23	29	18	16.0	5	1	3	15	18	71	-9.0	595	5063	8441	5063	231	243	244	3683	216	235	2399	266	229	2881	278	217	229	193	8615	244	965	8273	8542	132	234	8278
Lineups	-203486-1626162-1626179-1628970-1630163-	M. Plumlee - K. Oubre Jr. - T. Rozier - M. Bridges - L. Ball	1610612766	CHA	7	4	3	0.571	31.066666666666666	28	64	0.438	10	26	0.385	7	7	1.0	8	27	35	17	9.0	5	4	4	12	10	73	0.0	209	219	8147	3625	233	209	192	4054	175	179	2591	458	657	1	180	171	168	207	8448	244	174	8473	8456	313	220	3484
Lineups	-201942-203897-1627884-1627936-1628366-	D. DeRozan - Z. LaVine - D. Jones Jr. - A. Caruso - L. Ball	1610612741	CHI	8	5	3	0.625	30.953333333333333	26	56	0.464	8	20	0.4	16	17	0.941	4	20	24	15	4.0	2	3	4	15	10	76	-11.0	153	141	8147	3553	234	243	237	3734	254	276	2411	120	171	1986	497	255	295	252	7746	794	277	8473	8542	313	207	8455
Lineups	-202066-202685-203107-1628404-1629638-	G. Temple - J. Valanciunas - T. Satoransky - J. Hart - N. Alexander-Walker	1610612740	NOP	8	3	5	0.375	30.923333333333332	23	52	0.442	7	17	0.412	6	8	0.75	5	21	26	15	10.0	5	1	4	12	16	59	-12.0	153	367	8582	4632	235	281	259	4029	291	367	2390	572	542	2556	372	247	263	252	8488	244	965	8473	8456	164	306	8511
Lineups	-202709-203482-203924-1628367-1630180-	C. Joseph - K. Olynyk - J. Grant - J. Jackson - S. Bey	1610612765	DET	9	2	7	0.222	30.833333333333332	29	60	0.483	10	28	0.357	3	6	0.5	3	16	19	16	4.0	9	3	1	11	8	71	-3.0	122	649	8679	5013	236	198	212	3612	175	164	2741	1349	790	3328	735	368	414	229	7746	93	277	6036	8414	448	234	6352
Lineups	-101108-1626164-1628969-1629661-1630188-	C. Paul - D. Booker - M. Bridges - C. Johnson - J. Smith	1610612756	PHX	4	2	2	0.5	30.805	35	65	0.538	10	21	0.476	16	18	0.889	8	25	33	25	8.0	5	3	1	13	20	96	18.0	595	649	7249	3661	237	153	186	2225	175	254	2176	120	148	2043	180	191	188	108	8389	244	277	6036	8503	107	142	93
Lineups	-203082-203914-1628964-1629643-1630591-	T. Ross - G. Harris - M. Bamba - C. Okeke - J. Suggs	1610612753	ORL	7	2	5	0.286	30.533333333333335	21	62	0.339	3	22	0.136	8	8	1.0	7	23	30	12	9.0	7	2	2	9	10	53	-10.0	209	649	8582	4903	238	316	201	5098	867	235	4241	376	542	1	217	217	217	337	8448	142	463	7738	8291	313	354	8388
Lineups	-1626156-1627736-1627752-1629675-1630183-	D. Russell - M. Beasley - T. Prince - N. Reid - J. McDaniels	1610612750	MIN	6	5	1	0.833	30.523333333333333	18	51	0.353	6	28	0.214	10	12	0.833	2	16	18	12	10.0	6	6	2	17	10	52	-21.0	291	141	3049	3074	239	391	266	5059	367	164	3971	266	298	2199	1140	368	447	337	8488	188	93	7738	8572	313	369	8676
Lineups	-202330-1626162-1628970-1628998-1629023-	G. Hayward - K. Oubre Jr. - M. Bridges - C. Martin - P. Washington	1610612766	CHA	6	3	3	0.5	30.465	28	61	0.459	10	27	0.37	11	13	0.846	6	16	22	17	4.0	7	3	4	16	12	77	7.0	291	367	8147	3661	240	209	209	3806	175	169	2691	236	261	2184	278	368	334	207	7746	142	277	8473	8559	244	206	655
Lineups	-201142-201933-201935-201988-203925-	K. Durant - B. Griffin - J. Harden - P. Mills - J. Harris	1610612751	BKN	10	8	2	0.8	30.375	30	50	0.6	14	26	0.538	9	10	0.9	3	15	18	18	15.0	2	1	2	12	10	83	3.0	90	45	7249	3098	241	190	274	1594	100	179	1198	316	404	2027	735	409	447	193	8602	794	965	7738	8456	313	184	1668
Lineups	-203501-204001-1627827-1628973-1629029-	T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - J. Brunson - L. Doncic	1610612742	DAL	9	5	4	0.556	30.328333333333333	23	51	0.451	3	21	0.143	5	9	0.556	3	18	21	14	9.0	3	2	3	16	10	54	-21.0	122	141	8441	3647	242	281	266	3908	867	254	4206	730	458	3312	735	307	354	280	8448	495	463	8273	8559	313	342	8676
Lineups	-202689-202692-203095-203457-203944-	K. Walker - A. Burks - E. Fournier - N. Noel - J. Randle	1610612752	NYK	3	2	1	0.667	30.3	25	52	0.481	10	27	0.37	13	17	0.765	1	22	23	16	8.0	5	6	1	14	14	73	12.0	957	649	3049	3279	243	256	259	3630	175	169	2691	177	171	2548	2039	229	311	229	8389	244	93	6036	8522	191	220	241
Lineups	-201939-203490-203952-1626172-1627780-	S. Curry - O. Porter Jr. - A. Wiggins - K. Looney - G. Payton II	1610612744	GSW	2	1	1	0.5	30.283333333333335	27	58	0.466	11	21	0.524	4	8	0.5	5	23	28	21	8.0	6	3	0	12	8	69	0.0	1599	1491	3049	3661	244	224	222	3732	146	254	1210	944	542	3328	372	217	238	145	8389	188	277	1	8456	448	242	3484
Lineups	-202330-1626162-1628970-1628998-1630208-	G. Hayward - K. Oubre Jr. - M. Bridges - C. Martin - N. Richards	1610612766	CHA	2	0	2	0.0	30.25	26	57	0.456	6	19	0.316	5	6	0.833	8	19	27	15	8.0	1	0	4	11	8	63	-11.0	1599	5063	7249	5063	245	243	228	3830	367	295	3414	730	790	2199	180	279	251	252	8389	1517	2593	8473	8414	448	277	8455
Lineups	-101150-201568-203476-1626153-1629629-	L. Williams - D. Gallinari - G. Dieng - D. Wright - C. Reddish	1610612737	ATL	7	5	2	0.714	30.236666666666668	20	51	0.392	11	29	0.379	6	7	0.857	5	13	18	11	9.0	7	5	2	17	13	57	-31.0	209	141	7249	3256	246	345	266	4750	146	159	2622	572	657	2123	372	488	447	385	8448	142	130	7738	8572	220	324	8707
Lineups	-101108-203109-1628969-1629028-1629661-	C. Paul - J. Crowder - M. Bridges - D. Ayton - C. Johnson	1610612756	PHX	8	7	1	0.875	30.118333333333332	32	56	0.571	9	18	0.5	8	13	0.615	5	24	29	18	6.0	6	3	5	11	12	81	35.0	153	70	3049	3057	247	171	237	1923	216	335	1214	376	261	3228	372	204	229	193	8200	188	277	8564	8414	244	195	23
Lineups	-201976-1626157-1627752-1629020-1630162-	P. Beverley - K. Towns - T. Prince - J. Vanderbilt - A. Edwards	1610612750	MIN	4	2	2	0.5	29.816666666666666	27	58	0.466	9	20	0.45	10	11	0.909	5	16	21	13	10.0	4	1	4	12	14	73	-16.0	595	649	7249	3661	248	224	222	3732	216	276	2230	266	341	2015	372	368	354	308	8488	343	965	8473	8456	191	220	8612
Lineups	-201950-203114-1626171-1626192-1628960-	J. Holiday - K. Middleton - B. Portis - P. Connaughton - G. Allen	1610612749	MIL	7	4	3	0.571	29.718333333333334	20	47	0.426	11	26	0.423	14	20	0.7	7	21	28	9	10.0	4	3	4	9	15	65	6.0	209	219	8147	3625	249	345	303	4273	146	179	2352	155	125	2932	217	247	238	501	8488	343	277	8473	8291	178	268	815
Lineups	-201937-1626224-1628386-1629636-1630596-	R. Rubio - C. Osman - J. Allen - D. Garland - E. Mobley	1610612739	CLE	10	6	4	0.6	29.638333333333332	31	57	0.544	9	21	0.429	16	17	0.941	7	18	25	21	5.0	8	5	4	10	11	87	33.0	90	104	8441	3570	250	182	228	2217	216	254	2286	120	171	1986	217	307	277	145	8029	116	130	8473	8365	281	168	26
Lineups	-200746-201142-201935-201988-203925-	L. Aldridge - K. Durant - J. Harden - P. Mills - J. Harris	1610612751	BKN	9	7	2	0.778	29.591666666666665	32	51	0.627	9	19	0.474	14	18	0.778	2	22	24	20	12.0	4	3	3	11	16	87	15.0	122	70	7249	3150	251	171	266	1492	216	295	2179	155	148	2493	1140	229	295	162	8543	343	277	8273	8414	164	168	146
Lineups	-101108-201580-203109-1628969-1629013-	C. Paul - J. McGee - J. Crowder - M. Bridges - L. Shamet	1610612756	PHX	9	8	1	0.889	29.15	21	64	0.328	4	18	0.222	9	10	0.9	13	22	35	10	4.0	6	5	8	10	7	55	-6.0	122	45	3049	3054	252	316	192	5780	618	335	3943	316	404	2027	88	229	168	435	7746	188	130	8658	8365	535	337	7742
Lineups	-101108-201580-1626164-1628969-1629661-	C. Paul - J. McGee - D. Booker - M. Bridges - C. Johnson	1610612756	PHX	8	6	2	0.75	29.116666666666667	24	56	0.429	6	26	0.231	11	12	0.917	6	20	26	17	6.0	2	3	2	11	14	65	-14.0	153	104	7249	3158	253	271	237	4101	367	179	3926	236	298	2008	278	255	263	207	8200	794	277	7738	8414	191	268	8568
Lineups	-201567-201937-1628374-1628386-1630171-	K. Love - R. Rubio - L. Markkanen - J. Allen - I. Okoro	1610612739	CLE	10	7	3	0.7	29.03	25	53	0.472	10	24	0.417	5	6	0.833	11	19	30	20	16.0	3	1	1	12	9	65	-17.0	90	70	8147	3270	254	256	254	3685	175	208	2371	730	790	2199	101	279	217	162	8615	495	965	6036	8456	364	268	8637
Lineups	-201588-203507-203648-1626192-1628960-	G. Hill - G. Antetokounmpo - T. Antetokounmpo - P. Connaughton - G. Allen	1610612749	MIL	3	1	2	0.333	28.966666666666665	24	55	0.436	11	28	0.393	8	12	0.667	7	18	25	14	5.0	7	8	4	11	12	67	3.0	957	1491	7249	4646	255	271	244	4077	146	164	2579	376	298	2973	217	307	277	280	8029	142	62	8473	8414	244	259	1668
Lineups	-201939-203110-203490-1626172-1627780-	S. Curry - D. Green - O. Porter Jr. - K. Looney - G. Payton II	1610612744	GSW	2	2	0	1.0	28.933333333333334	34	59	0.576	10	23	0.435	9	11	0.818	10	20	30	23	5.0	4	7	1	12	10	87	19.0	1599	649	1	1	256	157	219	1922	175	220	2277	316	341	2330	120	255	217	119	8029	343	74	6036	8456	313	168	83
Lineups	-203115-203932-203999-1628408-1628420-	W. Barton - A. Gordon - N. Jokic - P. Dozier - M. Morris	1610612743	DEN	8	5	3	0.625	28.856666666666666	18	54	0.333	4	21	0.19	9	12	0.75	7	24	31	12	8.0	5	4	2	18	14	49	-7.0	153	141	8147	3553	257	391	249	5099	618	254	4113	316	298	2556	217	204	209	337	8389	244	174	7738	8584	191	398	7978
Lineups	-203501-203939-1627827-1628467-1629029-	T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic	1610612742	DAL	8	4	4	0.5	28.816666666666666	24	48	0.5	11	26	0.423	9	12	0.75	10	17	27	16	5.0	2	3	2	11	10	68	8.0	153	219	8441	3661	258	271	291	2413	146	179	2352	316	298	2556	120	330	251	229	8029	794	277	7738	8414	313	250	534
